LAMMPS data file via write_data, version 29 Aug 2024, timestep = 500000, units = real

699 atoms
3 atom types

0 24.595 xlo xhi
0 25.56 ylo yhi
0 16.488 zlo zhi

Masses

1 12.011
2 15.9994
3 2.014101777

Atoms # atomic

1	1	1.84461	0.355	4.5	0	0	0
2	1	4.30412	0.355	4.5	0	0	0
3	1	6.76363	0.355	4.5	0	0	0
4	1	9.22314	0.355	4.5	0	0	0
5	1	11.6827	0.355	4.5	0	0	0
6	1	0.614849	2.485	4.5	0	0	0
7	1	1.84461	1.775	4.5	0	0	0
8	1	3.07436	2.485	4.5	0	0	0
9	1	4.30412	1.775	4.5	0	0	0
10	1	5.53387	2.485	4.5	0	0	0
11	1	6.76363	1.775	4.5	0	0	0
12	1	7.99339	2.485	4.5	0	0	0
13	1	9.22314	1.775	4.5	0	0	0
14	1	10.4529	2.485	4.5	0	0	0
15	1	11.6827	1.775	4.5	0	0	0
16	1	0.614849	3.905	4.5	0	0	0
17	1	1.84461	4.615	4.5	0	0	0
18	1	3.07436	3.905	4.5	0	0	0
19	1	4.30412	4.615	4.5	0	0	0
20	1	5.53387	3.905	4.5	0	0	0
21	1	6.76363	4.615	4.5	0	0	0
22	1	7.99339	3.905	4.5	0	0	0
23	1	9.22314	4.615	4.5	0	0	0
24	1	10.4529	3.905	4.5	0	0	0
25	1	11.6827	4.615	4.5	0	0	0
26	1	0.614849	6.745	4.5	0	0	0
27	1	1.84461	6.035	4.5	0	0	0
28	1	3.07436	6.745	4.5	0	0	0
29	1	4.30412	6.035	4.5	0	0	0
30	1	5.53387	6.745	4.5	0	0	0
31	1	6.76363	6.035	4.5	0	0	0
32	1	7.99339	6.745	4.5	0	0	0
33	1	9.22314	6.035	4.5	0	0	0
34	1	10.4529	6.745	4.5	0	0	0
35	1	11.6827	6.035	4.5	0	0	0
36	1	0.614849	8.165	4.5	0	0	0
37	1	1.84461	8.875	4.5	0	0	0
38	1	3.07436	8.165	4.5	0	0	0
39	1	4.30412	8.875	4.5	0	0	0
40	1	5.53387	8.165	4.5	0	0	0
41	1	6.76363	8.875	4.5	0	0	0
42	1	7.99339	8.165	4.5	0	0	0
43	1	9.22314	8.875	4.5	0	0	0
44	1	10.4529	8.165	4.5	0	0	0
45	1	11.6827	8.875	4.5	0	0	0
46	1	0.614849	11.005	4.5	0	0	0
47	1	1.84461	10.295	4.5	0	0	0
48	1	3.07436	11.005	4.5	0	0	0
49	1	4.30412	10.295	4.5	0	0	0
50	1	5.53387	11.005	4.5	0	0	0
51	1	6.76363	10.295	4.5	0	0	0
52	1	7.99339	11.005	4.5	0	0	0
53	1	9.22314	10.295	4.5	0	0	0
54	1	10.4529	11.005	4.5	0	0	0
55	1	11.6827	10.295	4.5	0	0	0
56	1	0.614849	12.425	4.5	0	0	0
57	1	3.07436	12.425	4.5	0	0	0
58	1	5.53387	12.425	4.5	0	0	0
59	1	7.99339	12.425	4.5	0	0	0
60	1	10.4529	12.425	4.5	0	0	0
