LAMMPS data file via write_data, version 29 Aug 2024, timestep = 300000, units = real

192 atoms
3 atom types

0 12.66 xlo xhi
0 12.66 ylo yhi
0 12.66 zlo zhi

Masses

1 12.011
2 15.9994
3 2.014101777

Atoms # atomic

116 3 1.1706359076322113 1.300853923922657 1.046361240985727 -1 6 2
28 2 0.6028300409761255 0.704062819060913 1.5355461455757555 -1 6 2
106 3 1.174033055506778 3.2941444279344485 0.12177795004375652 -2 0 -1
15 2 0.9856254721178878 0.2565356678880848 5.789837952752648 1 2 3
146 3 1.3695510764732812 4.794754295012997 3.423985666341113 3 3 2
126 3 0.07445813566723002 1.9833625739963598 5.5444055108830765 -2 -3 -5
156 3 0.2077694727393009 5.7623507712397375 5.767003296536572 -2 -4 -1
90 3 1.6977208617467228 0.006294812092989955 6.500880126332481 1 2 3
155 3 0.9433874546781295 5.546345169523496 7.164980298960945 -2 -4 -1
48 2 0.08096720847410172 5.389198171257204 6.692157917810334 -2 -4 -1
36 2 0.1254653839580027 0.020647381755203253 11.177698335825138 1 1 -2
151 3 0.18916776404081592 2.638171616696822 10.80653701329694 3 -1 5
190 3 1.1927541145112401 10.545210597651549 1.9566730962726822 7 3 -1
144 3 1.4417868721592584 7.163962698659619 0.4691473509250358 3 2 -1
189 3 1.3340347817600364 9.080324666325954 1.7735481099924626 7 3 -1
65 2 1.136941263133429 9.880908627965404 1.245613458913238 7 3 -1
192 3 1.208656062610638 12.312732324043477 2.7584616982900316 1 1 -4
150 3 1.111914470047098 8.235264428859356 4.082643960749345 5 2 -2
89 3 1.389429689212682 12.37758809299103 4.917845799366941 1 1 3
66 2 1.5310557784780128 11.638328329437364 3.4546511834991116 1 1 -4
79 3 1.0607172544687995 10.024964899660185 9.113874723730483 3 -2 -1
131 3 0.6676733898660676 11.881881390661238 10.744738388130358 1 0 -2
10 2 0.5510276448977204 10.640126134372288 9.642938473116253 3 -2 -1
132 3 0.2530449928163196 12.509806507266788 12.147601685424435 1 0 -2
23 2 1.9647157008005554 2.832952625350315 0.45132027510536354 -2 0 -1
105 3 1.9811747766064998 3.146485741984743 1.408397008583285 -2 0 -1
