#Coor		Free	
2.813500	1.045360
2.840500	0.964528
2.867500	0.894466
2.894500	0.842787
2.921500	0.789385
2.948500	0.756443
2.975500	0.743335
3.002500	0.717674
3.029500	0.708364
3.056500	0.693775
3.083500	0.698817
3.110500	0.701302
3.137500	0.704565
3.164500	0.720289
3.191500	0.719262
3.218500	0.739890
3.245500	0.760764
3.272500	0.772609
3.299500	0.780706
3.326500	0.788529
3.353500	0.799393
3.380500	0.800187
3.407500	0.799601
3.434500	0.779686
3.461500	0.757960
3.488500	0.735132
3.515500	0.712848
3.542500	0.692799
3.569500	0.653640
3.596500	0.620895
3.623500	0.604734
3.650500	0.583957
3.677500	0.536759
3.704500	0.507962
3.731500	0.468862
3.758500	0.419821
3.785500	0.375985
3.812500	0.314365
3.839500	0.265739
3.866500	0.227831
3.893500	0.178424
3.920500	0.144010
3.947500	0.106308
3.974500	0.084497
4.001500	0.048088
4.028500	0.026928
4.055500	0.007485
4.082500	0.000000
4.109500	0.006573
4.136500	0.025044
4.163500	0.027092
4.190500	0.045193
4.217500	0.065473
4.244500	0.097157
4.271500	0.126429
4.298500	0.163408
4.325500	0.187788
4.352500	0.229663
4.379500	0.258297
4.406500	0.284835
4.433500	0.324250
4.460500	0.353119
4.487500	0.395417
4.514500	0.436577
4.541500	0.476434
4.568500	0.527000
4.595500	0.573614
4.622500	0.602219
4.649500	0.642699
4.676500	0.678165
4.703500	0.731300
4.730500	0.770692
4.757500	0.806150
4.784500	0.857406
4.811500	0.906052
4.838500	0.941770
4.865500	0.971028
4.892500	1.009164
4.919500	1.057921
4.946500	1.087059
4.973500	1.127968
5.000500	1.156895
5.027500	1.188969
5.054500	1.228993
5.081500	1.270404
5.108500	1.307036
5.135500	1.337891
5.162500	1.347568
5.189500	1.364077
5.216500	1.366524
5.243500	1.351294
5.270500	1.309909
5.297500	1.259438
5.324500	1.207787
5.351500	1.154122
5.378500	1.102808
5.405500	1.051927
5.432500	0.994747
5.459500	0.950677
5.486500	0.882294
