2.025304946	0.021283638	0
2.062572278	0.022998641	3.684016013
2.099852934	0.023503921	6.549535972
2.137131548	0.024343184	7.258551452
2.174413294	0.024352931	8.387858551
2.21169399	0.024848703	9.343499342
2.248975755	0.024877092	10.02920094
2.286256194	0.025432756	10.73511796
2.323537802	0.02564498	11.38746884
2.36081913	0.025970814	11.97510251
2.398098727	0.026672144	12.50274038
2.435371288	0.028120463	12.94714589
2.472651264	0.028761204	13.39329867
2.509925956	0.030034863	13.84274953
2.547196331	0.031650123	14.25536124
2.584462927	0.033512769	14.65113423
2.621721206	0.03582992	15.04582514
2.658971485	0.038509453	15.37735948
2.696188586	0.04234535	15.66966493
2.733317122	0.04824985	15.99117665
2.770289916	0.056627771	16.17294707
2.806755403	0.070205941	16.20016358
2.841933506	0.09180016	16.42801163
2.87575976	0.119231178	16.83419808
2.908634007	0.150004168	16.28746915
2.9383255	0.189374748	14.81726253
2.950766782	0.250289286	14.31033638
2.95520965	0.315046232	13.82265028
2.958307657	0.380062677	13.17283703
2.960684991	0.445172714	12.64308376
2.963194331	0.51026791	12.17346104
2.965793592	0.575352308	11.63931862
2.968591508	0.640411456	11.03350458
2.971603009	0.705441387	10.40621651
2.974372843	0.770504196	9.800761204
2.976846102	0.835603578	9.189459755
2.978241376	0.900800161	8.566546902
2.979603148	0.965999784	8.182938599
2.981202557	1.031182856	8.178962671
2.983083317	1.096342945	8.251885184
2.984466693	1.16154115	8.202270184
2.985433401	1.226762355	8.0991961
2.985913935	1.292000073	7.932030794
2.986133479	1.357242087	7.63335945
2.986305645	1.422484551	7.191609691
2.986493195	1.487726886	6.584984934
2.986943925	1.55296523	5.83442686
2.987777687	1.618191963	5.073932581
2.989297965	1.683380467	4.375796306
2.990778539	1.748572156	4.012802095
