#Coor		Free	
2.813500	1.420450
2.840500	1.286642
2.867500	1.157079
2.894500	1.058058
2.921500	0.969919
2.948500	0.897365
2.975500	0.827024
3.002500	0.771068
3.029500	0.714243
3.056500	0.660274
3.083500	0.626466
3.110500	0.591296
3.137500	0.566933
3.164500	0.539562
3.191500	0.515391
3.218500	0.483328
3.245500	0.459025
3.272500	0.439020
3.299500	0.415006
3.326500	0.407997
3.353500	0.387258
3.380500	0.366322
3.407500	0.359867
3.434500	0.335034
3.461500	0.317680
3.488500	0.307856
3.515500	0.299749
3.542500	0.278702
3.569500	0.262730
3.596500	0.235545
3.623500	0.227012
3.650500	0.214816
3.677500	0.194654
3.704500	0.157719
3.731500	0.134457
3.758500	0.119363
3.785500	0.104921
3.812500	0.084726
3.839500	0.063795
3.866500	0.051470
3.893500	0.046517
3.920500	0.042935
3.947500	0.035547
3.974500	0.018718
4.001500	0.006391
4.028500	0.004720
4.055500	0.000000
4.082500	0.001793
4.109500	0.003691
4.136500	0.021450
4.163500	0.023140
4.190500	0.036821
4.217500	0.041220
4.244500	0.040682
4.271500	0.032227
4.298500	0.033201
4.325500	0.019108
4.352500	0.020414
4.379500	0.028968
4.406500	0.035166
4.433500	0.042484
4.460500	0.060222
4.487500	0.077361
4.514500	0.091529
4.541500	0.105381
4.568500	0.102679
4.595500	0.114825
4.622500	0.123394
4.649500	0.132282
4.676500	0.143188
4.703500	0.147732
4.730500	0.154292
4.757500	0.157397
4.784500	0.160974
4.811500	0.172730
4.838500	0.188984
4.865500	0.181862
4.892500	0.172628
4.919500	0.169168
4.946500	0.164458
4.973500	0.172084
5.000500	0.169019
5.027500	0.179880
5.054500	0.176583
5.081500	0.184846
5.108500	0.186216
5.135500	0.198980
5.162500	0.205195
5.189500	0.207088
5.216500	0.210432
5.243500	0.195799
5.270500	0.185116
5.297500	0.174411
5.324500	0.152700
5.351500	0.133924
5.378500	0.112223
5.405500	0.089118
5.432500	0.086187
5.459500	0.070126
5.486500	0.075325
