,1.900000,1.906030,1.912060,1.918090,1.924121,1.930151,1.936181,1.942211,1.948241,1.954271,1.960302,1.966332,1.972362,1.978392,1.984422,1.990452,1.996482,2.002513,2.008543,2.014573,2.020603,2.026633,2.032663,2.038693,2.044724,2.050754,2.056784,2.062814,2.068844,2.074874,2.080905,2.086935,2.092965,2.098995,2.105025,2.111055,2.117085,2.123116,2.129146,2.135176,2.141206,2.147236,2.153266,2.159296,2.165327,2.171357,2.177387,2.183417,2.189447,2.195477,2.201508,2.207538,2.213568,2.219598,2.225628,2.231658,2.237688,2.243719,2.249749,2.255779,2.261809,2.267839,2.273869,2.279899,2.285930,2.291960,2.297990,2.304020,2.310050,2.316080,2.322111,2.328141,2.334171,2.340201,2.346231,2.352261,2.358291,2.364322,2.370352,2.376382,2.382412,2.388442,2.394472,2.400503,2.406533,2.412563,2.418593,2.424623,2.430653,2.436683,2.442714,2.448744,2.454774,2.460804,2.466834,2.472864,2.478894,2.484925,2.490955,2.496985,2.503015,2.509045,2.515075,2.521106,2.527136,2.533166,2.539196,2.545226,2.551256,2.557286,2.563317,2.569347,2.575377,2.581407,2.587437,2.593467,2.599497,2.605528,2.611558,2.617588,2.623618,2.629648,2.635678,2.641709,2.647739,2.653769,2.659799,2.665829,2.671859,2.677889,2.683920,2.689950,2.695980,2.702010,2.708040,2.714070,2.720101,2.726131,2.732161,2.738191,2.744221,2.750251,2.756281,2.762312,2.768342,2.774372,2.780402,2.786432,2.792462,2.798492,2.804523,2.810553,2.816583,2.822613,2.828643,2.834673,2.840704,2.846734,2.852764,2.858794,2.864824,2.870854,2.876884,2.882915,2.888945,2.894975,2.901005,2.907035,2.913065,2.919095,2.925126,2.931156,2.937186,2.943216,2.949246,2.955276,2.961307,2.967337,2.973367,2.979397,2.985427,2.991457,2.997487,3.003518,3.009548,3.015578,3.021608,3.027638,3.033668,3.039698,3.045729,3.051759,3.057789,3.063819,3.069849,3.075879,3.081910,3.087940,3.093970,3.100000
-0.100000,43.484331,42.838301,42.063643,41.150697,40.093618,38.892047,37.552437,36.087759,34.518565,32.872491,31.183531,29.491021,27.837865,26.267509,24.821407,23.536464,22.442937,21.562172,20.904649,20.470205,20.247815,20.216834,20.348865,20.610095,20.964042,21.374075,21.806555,22.232309,22.628308,22.978701,23.274281,23.512829,23.697274,23.834754,23.935493,24.010506,24.070763,24.125981,24.183898,24.249988,24.327352,24.416750,24.516990,24.625809,24.739901,24.853174,24.956782,25.053305,25.145966,25.234492,25.318387,25.397578,25.472341,25.543482,25.612009,25.678901,25.745207,25.811622,25.878632,25.946357,26.014541,26.083064,26.152074,26.221337,26.290483,26.359299,26.427582,26.495235,26.562337,26.628876,26.694557,26.759302,26.823535,26.887354,26.950744,27.013817,27.076690,27.139592,27.202722,27.266039,27.329394,27.392934,27.456810,27.520981,27.585305,27.649529,27.713645,27.777815,27.841876,27.905642,27.969092,28.032028,28.094444,28.156410,28.217976,28.279353,28.340707,28.402103,28.463729,28.526013,28.589046,28.652657,28.717177,28.783061,28.850504,28.919722,28.990730,29.063440,29.137895,29.214178,29.292233,29.371989,29.453220,29.535591,29.619085,29.703785,29.789811,29.877399,29.966646,30.057690,30.150786,30.246282,30.344503,30.445851,30.550687,30.659390,30.772285,30.889628,31.011749,31.138830,31.270981,31.408404,31.551312,31.700068,31.855045,32.016458,32.184683,32.360384,32.544152,32.736375,32.937424,33.147922,33.368591,33.599852,33.842087,34.095748,34.361288,34.639217,34.929987,35.233896,35.551193,35.881915,36.225920,36.582863,36.951727,37.330559,37.717296,38.110212,38.507202,38.905524,39.301930,39.693115,40.075269,40.444477,40.797131,41.129665,41.438663,41.721362,41.975745,42.200435,42.395444,42.561781,42.701456,42.817380,42.913211,42.993409,43.063244,43.128101,43.193103,43.262716,43.340902,43.430541,43.533389,43.649829,43.779341,43.920141,44.069643,44.224517,44.381413,44.537621,44.689587,44.833849,44.967753,45.090376,45.201162,45.299323,45.384576,45.457210,45.517939,45.567759
-0.089447,43.236692,42.520429,41.660797,40.648566,39.475441,38.143526,36.657196,35.033663,33.292459,31.466728,29.594337,27.717075,25.882437,24.141062,22.535490,21.109789,19.895041,18.916967,18.185429,17.701533,17.452359,17.415398,17.559186,17.845937,18.235771,18.687542,19.164734,19.634255,20.071485,20.457855,20.783948,21.046664,21.249647,21.400794,21.511360,21.593628,21.659593,21.720133,21.783562,21.856014,21.940928,22.039125,22.149421,22.269103,22.394753,22.520887,22.638199,22.745872,22.848370,22.946024,23.038408,23.125495,23.207700,23.285864,23.361112,23.434578,23.507514,23.580398,23.654035,23.728495,23.803709,23.879321,23.955269,24.031429,24.107518,24.183284,24.258385,24.332674,24.406225,24.479044,24.550990,24.621880,24.692183,24.761949,24.831236,24.900015,24.968509,25.037076,25.105677,25.174408,25.243195,25.312226,25.381579,25.451236,25.520963,25.590554,25.660125,25.729714,25.799197,25.868267,25.937007,26.005208,26.072802,26.139986,26.206772,26.273324,26.339632,26.405915,26.472420,26.539458,26.607092,26.675383,26.744649,26.815355,26.887687,26.961920,27.037917,27.115614,27.195183,27.276709,27.360059,27.445087,27.531652,27.619370,27.708146,27.798086,27.889400,27.982251,28.076813,28.173138,28.271552,28.372572,28.476489,28.583823,28.694808,28.809752,28.928953,29.052744,29.181679,29.315785,29.455330,29.600360,29.750974,29.907746,30.071059,30.241259,30.418648,30.603897,30.797757,31.000713,31.213255,31.436053,31.669725,31.915177,32.172759,32.443137,32.726886,33.024483,33.336753,33.664333,34.007331,34.366243,34.741119,35.131351,35.536085,35.953464,36.381036,36.816893,37.259219,37.705059,38.150291,38.591743,39.024043,39.443837,39.845908,40.225933,40.580754,40.906029,41.199939,41.460533,41.687630,41.882007,42.045879,42.182852,42.297229,42.393854,42.478864,42.558470,42.638922,42.725163,42.822074,42.932602,43.059167,43.202265,43.360848,43.532732,43.715269,43.904554,44.095613,44.285465,44.469864,44.645441,44.808174,44.956667,45.090099,45.208500,45.311485,45.399078,45.472416,45.532714
-0.078894,42.992582,42.206353,41.263081,40.151920,38.865372,37.404802,35.775055,33.991420,32.083696,30.080569,28.023285,25.965138,23.952626,22.038594,20.277931,18.710233,17.377320,16.300602,15.496454,14.962163,14.686095,14.642378,14.797035,15.108329,15.532647,16.025877,16.546040,17.059231,17.536267,17.957678,18.313494,18.599802,18.820783,18.985222,19.105426,19.194566,19.266233,19.331798,19.400785,19.479463,19.571784,19.678690,19.798663,19.928915,20.065917,20.203872,20.334731,20.453356,20.565687,20.672414,20.773217,20.867945,20.957382,21.042261,21.124033,21.203990,21.283243,21.362512,21.442564,21.523678,21.605458,21.687905,21.770521,21.853530,21.936264,22.018632,22.100422,22.181079,22.260833,22.339684,22.417570,22.494362,22.570422,22.645758,22.720588,22.794825,22.868611,22.942251,23.016030,23.089813,23.163714,23.237926,23.312259,23.386963,23.461622,23.536263,23.610932,23.685550,23.759990,23.833998,23.907490,23.980590,24.053081,24.125070,24.196555,24.267748,24.338583,24.409471,24.480373,24.551527,24.623248,24.695622,24.769153,24.844034,24.920710,24.999175,25.079538,25.161620,25.245622,25.331606,25.419328,25.508782,25.599780,25.692000,25.785113,25.879401,25.974984,26.072141,26.171003,26.271641,26.374301,26.479614,26.587872,26.699778,26.815519,26.935346,27.059432,27.188295,27.322363,27.461942,27.606908,27.757519,27.913925,28.076584,28.246103,28.422677,28.606734,28.799090,29.000397,29.211218,29.432385,29.664217,29.907865,30.164076,30.433508,30.717072,31.015183,31.329080,31.659144,32.006567,32.372101,32.755800,33.157844,33.578743,34.016455,34.469075,34.935303,35.413202,35.899204,36.391779,36.885322,37.376490,37.860448,38.331162,38.783803,39.212910,39.614849,39.985527,40.320972,40.619582,40.880234,41.104756,41.295463,41.455292,41.590252,41.705212,41.807570,41.904594,42.002599,42.108649,42.226979,42.362400,42.516184,42.689773,42.882125,43.089719,43.309931,43.538400,43.768643,43.996904,44.218944,44.429880,44.625879,44.803791,44.963759,45.105048,45.227662,45.332658,45.420338,45.492371
-0.068342,42.757376,41.904351,40.880362,39.675379,38.279195,36.690753,34.923890,32.987360,30.914763,28.742739,26.508748,24.274596,22.086697,20.011747,18.095374,16.394845,14.942910,13.773490,12.895985,12.313787,12.010324,11.959268,12.123336,12.457500,12.914947,13.446665,14.008056,14.562277,15.076878,15.532597,15.915894,16.225125,16.463191,16.640162,16.769525,16.865288,16.942270,17.012731,17.086929,17.171655,17.271155,17.385984,17.515328,17.655673,17.803096,17.952566,18.095545,18.225403,18.347151,18.462341,18.571019,18.673312,18.769501,18.861069,18.949015,19.035094,19.120148,19.205442,19.291730,19.378850,19.467047,19.555681,19.644756,19.733991,19.823026,19.911762,19.999604,20.086368,20.171898,20.256542,20.339828,20.422157,20.503431,20.583847,20.663615,20.742681,20.821305,20.899859,20.978316,21.056818,21.135214,21.213898,21.292854,21.371882,21.450942,21.529901,21.609139,21.688223,21.767139,21.845527,21.923190,22.000503,22.077211,22.153517,22.229422,22.304593,22.379392,22.453962,22.528614,22.603505,22.678722,22.754678,22.831652,22.910076,22.990169,23.072185,23.156052,23.241702,23.329254,23.418620,23.509775,23.602511,23.696951,23.792522,23.888890,23.986395,24.085217,24.185508,24.287386,24.390991,24.496686,24.604901,24.716148,24.831050,24.949831,25.072778,25.200200,25.332349,25.469718,25.612508,25.760861,25.914839,26.074678,26.240969,26.414001,26.594208,26.782082,26.978463,27.184019,27.399427,27.625601,27.863066,28.112718,28.375674,28.652733,28.944957,29.253180,29.578530,29.921809,30.284546,30.667165,31.070962,31.496479,31.942706,32.408851,32.893736,33.395070,33.910428,34.438679,34.974312,35.515360,36.055126,36.587951,37.109256,37.612394,38.092397,38.542446,38.957774,39.336712,39.674167,39.971487,40.227329,40.446011,40.631489,40.788222,40.924312,41.045974,41.162730,41.281490,41.409765,41.552926,41.716250,41.902367,42.110375,42.340437,42.589810,42.852810,43.124136,43.399977,43.671288,43.935658,44.185600,44.418961,44.631896,44.820857,44.988378,45.133200,45.257462,45.361251,45.446584
-0.057789,42.536736,41.620498,40.522221,39.225878,37.725955,36.022095,34.124848,32.047629,29.821712,27.482944,25.088582,22.682404,20.333921,18.104007,16.045624,14.212426,12.653509,11.391301,10.447221,9.816521,9.486648,9.427601,9.599544,9.954211,10.441007,11.008325,11.609067,12.199717,12.750504,13.236167,13.646001,13.976203,14.229982,14.418991,14.556492,14.658541,14.740261,14.815156,14.894126,14.984739,15.090653,15.213390,15.350988,15.500878,15.658119,15.817621,15.971905,16.112007,16.242499,16.365976,16.482060,16.590955,16.693574,16.791098,16.885028,16.976535,17.067224,17.157870,17.249667,17.342486,17.436324,17.530856,17.625544,17.720539,17.815494,17.909837,18.003243,18.095645,18.186495,18.276174,18.364641,18.451627,18.537469,18.622527,18.706715,18.790017,18.872720,18.955460,19.037991,19.120488,19.202825,19.285360,19.367997,19.450739,19.533570,19.616345,19.699168,19.782049,19.864661,19.946574,20.027921,20.108773,20.189200,20.268987,20.348257,20.426992,20.505041,20.582726,20.660436,20.738153,20.816243,20.894891,20.974565,21.055611,21.138441,21.223000,21.309345,21.397579,21.487558,21.579268,21.672673,21.767790,21.864336,21.961929,22.060314,22.159710,22.260406,22.362502,22.466116,22.571352,22.678547,22.788199,22.900922,23.017186,23.137210,23.261334,23.390017,23.523464,23.661966,23.805863,23.955172,24.110143,24.270814,24.437814,24.611515,24.792420,24.981048,25.178002,25.384248,25.600442,25.827700,26.066412,26.317646,26.582792,26.862651,27.158443,27.471390,27.802682,28.153700,28.525687,28.920150,29.338205,29.780480,30.247018,30.735718,31.246800,31.777430,32.327152,32.891059,33.467917,34.051416,34.635843,35.217540,35.786485,36.339577,36.867645,37.364372,37.826874,38.247314,38.626134,38.958715,39.248790,39.496995,39.708115,39.889907,40.048235,40.191629,40.330701,40.472946,40.626317,40.799143,40.994579,41.215144,41.463921,41.735937,42.030468,42.341461,42.663716,42.987207,43.309150,43.618778,43.914733,44.188410,44.439503,44.661927,44.857900,45.028504,45.173320,45.295021,45.395187
-0.047236,42.336420,41.363293,40.195242,38.820045,37.225135,35.416680,33.395069,31.190187,28.820840,26.340984,23.788688,21.236623,18.738699,16.360330,14.170092,12.223201,10.560333,9.215924,8.205396,7.531813,7.175589,7.107717,7.285119,7.658155,8.170517,8.769974,9.403682,10.028435,10.609303,11.123840,11.556566,11.905114,12.173752,12.372882,12.518079,12.625266,12.711206,12.790192,12.873488,12.968956,13.081219,13.210602,13.356201,13.514140,13.680228,13.849234,14.013291,14.162721,14.301160,14.431809,14.554269,14.669393,14.777694,14.880447,14.979467,15.075999,15.171321,15.266951,15.363471,15.461242,15.560079,15.659670,15.759642,15.859666,15.959771,16.059061,16.157680,16.254690,16.350343,16.444506,16.537170,16.628247,16.718108,16.806850,16.894723,16.981570,17.067791,17.153735,17.239516,17.325057,17.410645,17.496205,17.581824,17.667544,17.753326,17.839060,17.924980,18.010629,18.096017,18.180835,18.264922,18.348525,18.431534,18.513991,18.595972,18.677213,18.757791,18.838011,18.917962,18.997773,19.077741,19.158246,19.239745,19.322610,19.407013,19.493060,19.580853,19.670460,19.761784,19.854684,19.949204,20.045327,20.142708,20.240984,20.340025,20.440068,20.541263,20.643758,20.747560,20.852918,20.960055,21.069528,21.181960,21.297767,21.417231,21.540697,21.668502,21.801118,21.938480,22.081247,22.229046,22.382347,22.541146,22.705774,22.877199,23.055459,23.241496,23.435295,23.638492,23.851531,24.075224,24.310685,24.559067,24.821225,25.098341,25.392314,25.703838,26.035171,26.387231,26.762237,27.161344,27.586713,28.039098,28.518197,29.023042,29.552827,30.107208,30.682720,31.278423,31.888271,32.509249,33.135899,33.758921,34.374600,34.971616,35.545677,36.089800,36.595631,37.058069,37.476594,37.845567,38.169259,38.447152,38.687324,38.893666,39.077189,39.244535,39.407859,39.576501,39.760177,39.963800,40.196195,40.456610,40.749894,41.069413,41.416106,41.780182,42.154283,42.534960,42.909538,43.270586,43.614468,43.935695,44.226230,44.487757,44.715004,44.912411,45.080829,45.222063,45.338185
-0.036683,42.161530,41.138033,39.910865,38.462909,36.788638,34.882457,32.761081,30.435437,27.945917,25.336336,22.653825,19.960667,17.334055,14.829224,12.524247,10.466796,8.713179,7.295655,6.228108,5.511883,5.132019,5.054362,5.235208,5.622086,6.155935,6.781542,7.443041,8.096464,8.705452,9.242753,9.696531,10.061044,10.341367,10.549779,10.701000,10.813004,10.902476,10.984788,11.071593,11.171641,11.288946,11.424684,11.576804,11.742394,11.916054,12.092422,12.264638,12.422685,12.567832,12.704392,12.832723,12.952782,13.065924,13.173113,13.276433,13.377089,13.476704,13.576302,13.676824,13.778636,13.881901,13.985792,14.089941,14.194520,14.298822,14.402438,14.505190,14.606132,14.705591,14.803320,14.899496,14.994178,15.087134,15.178929,15.269534,15.358993,15.447827,15.536330,15.624435,15.712197,15.799880,15.887586,15.975336,16.063207,16.151036,16.239058,16.327033,16.414771,16.501968,16.588503,16.674382,16.759828,16.844628,16.928817,17.012542,17.095380,17.177533,17.259230,17.340633,17.421726,17.502821,17.584455,17.666904,17.750415,17.835330,17.921745,18.009808,18.099580,18.190915,18.283846,18.378273,18.473975,18.570851,18.668488,18.766791,18.866198,18.966518,19.067992,19.170457,19.274327,19.379783,19.487573,19.597933,19.711284,19.828440,19.949169,20.074269,20.203550,20.337869,20.476757,20.620822,20.769430,20.923490,21.083147,21.249243,21.421454,21.601322,21.788589,21.984252,22.190258,22.406116,22.634056,22.873673,23.127514,23.397048,23.682488,23.987075,24.310975,24.657754,25.027933,25.424664,25.849766,26.303895,26.787564,27.299893,27.840892,28.409830,29.004352,29.622586,30.259983,30.910921,31.571309,32.231232,32.886171,33.525213,34.139941,34.725933,35.271866,35.776321,36.230801,36.637382,36.993278,37.301688,37.569662,37.804452,38.012698,38.207856,38.397647,38.596622,38.810814,39.052467,39.322794,39.630243,39.969698,40.344941,40.746217,41.166548,41.601408,42.041970,42.473207,42.893790,43.289095,43.659796,43.994933,44.295974,44.560248,44.786979,44.979922,45.142213,45.275687
-0.026131,42.016501,40.951588,39.673578,38.167082,36.423738,34.441237,32.227697,29.808424,27.218419,24.493359,21.698334,18.898211,16.153231,13.547008,11.136251,8.991164,7.159055,5.676315,4.557784,3.804742,3.402056,3.314168,3.496083,3.891957,4.442908,5.087826,5.773299,6.449624,7.079151,7.636877,8.106143,8.483841,8.774626,8.990068,9.146410,9.262056,9.354438,9.439378,9.529350,9.632756,9.754525,9.895075,10.053196,10.224460,10.404316,10.587345,10.766030,10.930348,11.081208,11.222727,11.355568,11.479845,11.596690,11.707538,11.814020,11.918042,12.020762,12.123596,12.227333,12.332326,12.438894,12.546313,12.654121,12.762026,12.869689,12.976754,13.082544,13.186850,13.289112,13.389644,13.488576,13.585680,13.681113,13.774890,13.867417,13.958823,14.049300,14.139242,14.228755,14.317919,14.406953,14.495871,14.584785,14.673744,14.762723,14.851894,14.941006,15.029592,15.117636,15.205101,15.291858,15.378144,15.463825,15.548873,15.633269,15.716888,15.799726,15.881953,15.963831,16.045314,16.126663,16.208390,16.290596,16.373812,16.458211,16.544073,16.631174,16.719814,16.810090,16.901712,16.994580,17.088699,17.183841,17.279594,17.375858,17.472829,17.571042,17.670039,17.769930,17.870628,17.973078,18.077168,18.184036,18.293528,18.406029,18.522454,18.642331,18.766803,18.895349,19.028365,19.165437,19.307692,19.454207,19.605981,19.763566,19.926407,20.096705,20.273292,20.458949,20.652711,20.857450,21.071899,21.298797,21.539095,21.795011,22.066809,22.356303,22.667628,23.000209,23.358754,23.744897,24.161046,24.609242,25.087822,25.598659,26.141664,26.715727,27.319890,27.951370,28.606160,29.279833,29.964429,30.654656,31.339621,32.012720,32.665341,33.285842,33.870689,34.409090,34.900812,35.338877,35.726610,36.066990,36.363585,36.624318,36.861020,37.084749,37.304233,37.534576,37.786882,38.065767,38.383292,38.736490,39.132800,39.563882,40.023651,40.511144,41.010149,41.510392,42.008587,42.485566,42.941707,43.361527,43.747977,44.090522,44.392755,44.651049,44.871422,45.055699,45.207834
-0.015578,41.904892,40.807477,39.491100,37.938646,36.139828,34.095653,31.817007,29.322824,26.646005,23.840508,20.956277,18.059757,15.231059,12.535611,10.044559,7.826184,5.931432,4.391298,3.231120,2.446969,2.022625,1.923719,2.103462,2.504609,3.065382,3.725379,4.426414,5.119054,5.765573,6.336878,6.819062,7.206301,7.504635,7.725547,7.886040,8.004339,8.098971,8.185857,8.278109,8.384410,8.509268,8.653932,8.816188,8.992333,9.176767,9.364095,9.547576,9.717026,9.872014,10.017093,10.153312,10.280656,10.400208,10.513552,10.622500,10.728700,10.833728,10.938775,11.044836,11.152378,11.261280,11.371121,11.481321,11.591832,11.701994,11.811304,11.919438,12.025786,12.130174,12.232551,12.333166,12.431992,12.528768,12.623885,12.717596,12.809902,12.901087,12.991610,13.081587,13.171072,13.260416,13.349695,13.438824,13.527953,13.617067,13.706244,13.795246,13.883777,13.971824,14.059312,14.146012,14.232176,14.317742,14.402661,14.486910,14.570382,14.653044,14.734870,14.816260,14.897024,14.977686,15.058447,15.139776,15.221639,15.304551,15.388636,15.473698,15.560171,15.648130,15.737096,15.827480,15.918761,16.010641,16.103176,16.196085,16.289784,16.383934,16.479264,16.574881,16.671705,16.769174,16.868714,16.969872,17.073724,17.180702,17.290273,17.403977,17.520634,17.641883,17.766750,17.895415,18.027742,18.165188,18.305785,18.452138,18.602803,18.760494,18.923364,19.094894,19.274004,19.461297,19.660281,19.869455,20.091157,20.326163,20.578120,20.849073,21.139275,21.451270,21.791197,22.158495,22.557343,22.988205,23.454191,23.953424,24.487031,25.057032,25.659711,26.294556,26.956425,27.641137,28.341954,29.050455,29.759259,30.457434,31.136910,31.788097,32.402496,32.973950,33.494394,33.964865,34.382093,34.749144,35.073983,35.364942,35.629245,35.881989,36.136160,36.400450,36.692084,37.014168,37.378335,37.788707,38.238548,38.734021,39.258458,39.813820,40.378351,40.951949,41.511586,42.057434,42.569136,43.049157,43.484248,43.873284,44.213483,44.507398,44.755525,44.963422,45.134928
