Frame	Timestep	O_id	Distance(Å)	Theta(degrees)
0	0	4	3.576876	50.412391
0	0	6	4.388808	132.896285
0	0	14	4.006690	129.716194
0	0	20	3.774142	75.251621
0	0	25	3.953287	40.391940
0	0	27	5.182980	96.919514
0	0	28	4.473714	64.960678
0	0	29	3.847245	66.926029
0	0	31	4.563946	62.378448
0	0	38	3.118621	154.007991
0	0	39	4.297342	75.585506
0	0	43	4.902376	39.946036
0	0	44	4.375521	120.073864
0	0	46	5.189932	133.516810
0	0	49	4.600306	153.352868
0	0	51	4.056497	72.734955
0	0	56	4.166651	111.532377
0	0	62	3.037986	25.296425
0	0	65	4.776223	100.656363
0	0	66	4.272881	98.000127
1	100	4	3.430764	81.765510
1	100	6	4.449164	105.457169
1	100	14	4.033841	129.795158
1	100	20	3.051856	44.894903
1	100	25	3.727021	49.988111
1	100	27	5.202245	91.835866
1	100	28	4.178355	60.754422
1	100	29	3.870067	74.417079
1	100	31	4.672803	87.069660
1	100	38	3.829157	131.311014
1	100	39	4.388638	102.645823
1	100	43	4.427961	35.670395
1	100	44	4.671680	122.414591
1	100	49	4.742268	163.863781
1	100	51	4.321061	72.623682
1	100	56	4.228736	123.141244
1	100	62	3.265084	55.581954
1	100	65	4.860579	89.287986
1	100	66	4.239100	175.854644
2	200	4	3.190980	97.973654
2	200	6	4.203912	123.145448
2	200	14	4.491633	135.873105
2	200	18	5.184581	46.479686
2	200	20	3.219890	60.224214
2	200	25	3.634546	60.306823
2	200	28	3.618557	41.505235
2	200	29	3.751845	64.315010
2	200	31	3.820247	52.050292
2	200	38	4.193118	147.712296
2	200	39	4.371593	77.949808
2	200	43	3.329848	42.864486
2	200	44	4.122616	128.573530
2	200	49	4.312780	168.644486
2	200	51	4.078105	68.395258
2	200	56	4.689510	100.049075
2	200	62	3.615530	67.860840
2	200	65	4.308570	98.642465
2	200	66	4.441122	107.365851
3	300	4	3.419342	75.409900
3	300	6	4.348354	140.059269
3	300	14	4.587961	129.384293
3	300	20	3.731839	81.798548
3	300	23	5.068667	109.131591
3	300	25	3.288828	64.846501
3	300	28	3.110188	44.160792
3	300	29	4.342967	99.245396
3	300	31	3.230752	50.686715
3	300	38	4.315916	159.773091
3	300	39	4.885968	92.204944
3	300	43	2.715668	19.914515
3	300	44	4.068280	136.912749
3	300	49	3.948192	150.211170
3	300	51	3.808021	83.686638
3	300	56	5.064138	104.309366
3	300	62	4.030567	49.417880
3	300	65	4.551463	75.491033
3	300	66	4.549970	107.256561
4	400	4	3.942227	82.626913
4	400	6	3.904956	121.034425
4	400	14	4.388564	130.517995
4	400	20	3.590779	85.134171
4	400	23	5.068164	139.370512
4	400	25	3.240719	66.180103
4	400	27	5.125022	96.779734
4	400	28	3.033371	49.805195
4	400	29	4.757553	83.197713
4	400	31	3.628101	65.732239
4	400	38	4.090646	144.029186
4	400	39	5.148111	124.454030
4	400	43	3.204768	36.437897
4	400	44	3.900951	144.031135
4	400	49	4.210457	165.535618
4	400	51	4.072037	75.745905
4	400	56	5.035826	165.017751
4	400	62	4.206724	44.477144
4	400	65	5.179712	109.503395
4	400	66	4.790287	94.805956
5	500	4	4.067071	85.570340
5	500	6	4.180091	114.016309
5	500	14	4.236309	167.229205
5	500	20	3.385334	83.926419
5	500	25	3.400147	53.108167
5	500	27	5.166493	121.232245
5	500	28	3.689699	47.022202
5	500	29	4.028144	56.853281
5	500	31	3.604102	67.279724
5	500	38	3.946264	144.584302
5	500	39	5.191543	101.132730
5	500	43	3.348104	31.355927
5	500	44	4.292304	143.791850
5	500	46	4.855262	99.336628
5	500	49	3.960560	148.298386
5	500	51	4.028971	71.444059
5	500	56	4.604669	166.188014
5	500	62	4.194370	37.886096
6	600	4	3.163905	81.754586
6	600	6	4.771692	128.020656
6	600	14	4.328878	142.850107
6	600	20	3.301497	59.177312
6	600	25	3.797104	61.472764
6	600	27	4.812733	89.939703
6	600	28	4.120893	52.371115
6	600	29	3.752804	60.243436
6	600	31	4.217667	56.089042
6	600	38	3.741617	152.054976
6	600	39	5.226226	87.394089
6	600	43	3.488138	60.957604
6	600	44	4.265001	140.872931
6	600	46	4.596107	96.450627
6	600	49	3.682627	163.652286
6	600	51	4.386644	66.563337
6	600	56	4.051359	136.091618
6	600	62	4.030052	29.610668
6	600	65	5.078415	104.320425
7	700	4	3.294729	79.040164
7	700	6	4.581717	115.532896
7	700	14	4.503527	153.930008
7	700	20	3.714840	74.453811
7	700	25	3.227436	67.409842
7	700	27	4.666543	80.823038
7	700	28	4.156347	49.092629
7	700	29	4.178870	67.346643
7	700	31	3.637191	64.778386
7	700	38	4.500706	174.785850
7	700	43	3.722329	53.287207
7	700	44	4.184548	127.369457
7	700	46	4.697260	72.513842
7	700	49	4.253249	147.015785
7	700	51	4.497442	94.966385
7	700	56	4.124171	126.214533
7	700	62	3.557945	56.670445
7	700	65	4.043838	51.399583
8	800	4	3.767791	73.693473
8	800	6	4.929667	111.281759
8	800	7	5.178574	35.601675
8	800	14	4.664766	117.526653
8	800	20	4.170541	92.281353
8	800	25	2.725007	54.989570
8	800	27	4.387294	84.849478
8	800	28	4.283993	49.352627
8	800	29	3.904502	48.580178
8	800	31	3.611814	50.872182
8	800	38	4.592069	167.785430
8	800	43	3.842568	85.073498
8	800	44	3.254876	128.117943
8	800	46	4.259242	66.490941
8	800	49	4.260502	136.150969
8	800	51	4.752338	114.590453
8	800	56	4.616796	163.245164
8	800	62	3.411176	57.856175
8	800	65	4.331121	75.268346
9	900	4	4.025220	52.862491
9	900	6	4.669112	71.096660
9	900	14	4.532034	122.574611
9	900	20	4.641533	75.197442
9	900	25	3.191476	65.547788
9	900	27	5.049053	100.282535
9	900	28	4.810185	65.429551
9	900	29	3.529676	49.023508
9	900	31	4.153941	50.052647
9	900	38	4.637026	169.096967
9	900	43	3.752583	20.676464
9	900	44	3.428706	134.589400
9	900	46	3.807194	93.216093
9	900	49	4.142656	164.140322
9	900	56	4.877941	149.347609
9	900	62	3.511272	72.886370
9	900	65	4.592876	85.724664
10	1000	4	3.827224	52.656084
10	1000	6	4.137448	77.755075
10	1000	14	4.584641	123.942118
10	1000	20	4.757407	81.073852
10	1000	25	3.090149	56.493170
10	1000	27	4.943138	82.071910
10	1000	28	5.180322	61.809482
10	1000	29	3.372414	48.815630
10	1000	31	4.454456	59.542438
10	1000	38	4.462328	165.957508
10	1000	43	4.122533	66.380127
10	1000	44	3.444408	128.901979
10	1000	46	3.344043	79.728097
10	1000	49	4.072394	172.393001
10	1000	56	4.788041	144.186461
10	1000	62	3.404687	73.444336
10	1000	65	4.670211	92.228695
11	1100	4	3.550752	52.056041
11	1100	6	4.056887	80.331425
11	1100	14	4.570542	108.934320
11	1100	20	4.307763	62.760457
11	1100	25	3.623233	51.327914
11	1100	27	4.796302	85.233571
11	1100	28	5.022493	68.939865
11	1100	29	3.095095	48.517066
11	1100	31	4.568867	43.580637
11	1100	38	3.733425	168.800520
11	1100	43	3.952146	66.506010
11	1100	44	3.904053	122.880415
11	1100	46	3.433491	83.675890
11	1100	49	4.241215	164.199190
11	1100	56	4.230583	149.216522
11	1100	62	3.480712	68.796658
11	1100	65	4.499284	102.657451
12	1200	4	3.736768	54.241250
12	1200	6	4.349934	62.051512
12	1200	14	4.704491	128.287854
12	1200	20	4.825138	53.798147
12	1200	25	3.811615	57.638462
12	1200	26	5.195785	153.128842
12	1200	27	4.504724	77.760476
12	1200	28	5.069690	59.968190
12	1200	29	3.359488	47.661426
12	1200	31	4.272755	52.022617
12	1200	38	3.885594	171.348437
12	1200	43	3.505476	99.167682
12	1200	44	4.520055	132.661645
12	1200	46	3.702430	63.956096
12	1200	49	4.158121	140.838559
12	1200	56	4.265097	168.244238
12	1200	62	3.443959	58.583186
12	1200	65	4.740796	83.576445
13	1300	4	3.865015	54.762709
13	1300	6	4.364006	54.061670
13	1300	14	4.842250	129.463480
13	1300	20	4.760627	63.255496
13	1300	25	3.885566	51.597684
13	1300	26	5.074863	153.125734
13	1300	27	4.880196	98.304891
13	1300	28	4.670047	72.457139
13	1300	29	3.982878	64.475035
13	1300	31	3.995377	58.082581
13	1300	38	4.431662	164.036167
13	1300	43	3.269938	77.900640
13	1300	44	3.894662	150.978669
13	1300	46	3.996568	47.650428
13	1300	49	3.704998	159.781269
13	1300	51	5.172701	89.536094
13	1300	56	4.393829	133.612358
13	1300	62	3.543754	48.852341
13	1300	65	4.984376	98.379014
14	1400	4	4.132822	61.818260
14	1400	6	4.308965	59.795341
14	1400	14	4.887991	108.966122
14	1400	20	4.781668	71.144250
14	1400	25	3.521788	60.598357
14	1400	27	4.208109	103.304395
14	1400	28	4.542367	47.814490
14	1400	29	4.008655	62.838847
14	1400	31	3.295388	43.809104
14	1400	38	5.098853	155.869857
14	1400	43	3.803204	55.869870
14	1400	44	3.131405	132.469011
14	1400	46	4.174935	60.551514
14	1400	49	3.728962	154.770763
14	1400	51	5.052376	104.635200
14	1400	56	4.723497	175.800548
14	1400	62	3.775944	66.690800
14	1400	65	5.184546	84.729333
15	1500	4	4.195454	71.216097
15	1500	6	4.998231	84.932021
15	1500	14	5.084852	148.270017
15	1500	20	4.276503	68.340966
15	1500	25	3.460381	67.251880
15	1500	27	3.837339	81.769857
15	1500	28	4.477016	55.069693
15	1500	29	3.719273	53.736326
15	1500	31	3.471005	57.980860
15	1500	38	4.754429	144.352028
15	1500	43	3.972202	43.175706
15	1500	44	3.068108	126.984721
15	1500	46	4.342411	46.697924
15	1500	49	3.590201	73.682044
15	1500	56	4.590242	172.476813
15	1500	62	4.202372	80.107682
16	1600	4	3.685292	71.729789
16	1600	14	4.556350	139.106518
16	1600	20	3.695409	61.487471
16	1600	25	3.925604	66.241802
16	1600	26	4.818400	158.391817
16	1600	27	3.869148	90.423979
16	1600	28	4.213472	47.214479
16	1600	29	4.235548	66.657513
16	1600	31	3.292332	44.090930
16	1600	38	4.142704	152.393487
16	1600	43	4.235391	30.949958
16	1600	44	3.236240	136.071346
16	1600	46	3.915962	32.867285
16	1600	49	3.983058	137.389939
16	1600	56	4.387938	144.343593
16	1600	62	4.435728	72.111753
16	1600	65	5.107998	56.695579
17	1700	4	3.395080	64.579670
17	1700	6	4.823213	89.076435
17	1700	14	4.491992	120.384959
17	1700	20	3.745838	68.902907
17	1700	25	4.300631	80.436376
17	1700	26	5.049618	130.190889
17	1700	27	4.252199	79.087361
17	1700	28	4.142538	39.543578
17	1700	29	3.567911	65.562120
17	1700	31	4.016683	53.276096
17	1700	38	3.717132	154.326080
17	1700	39	4.971004	80.053259
17	1700	43	4.249382	28.433460
17	1700	44	3.596621	116.848273
17	1700	46	3.877020	66.987038
17	1700	49	3.799642	100.465587
17	1700	55	5.034437	136.456349
17	1700	56	3.900005	146.576500
17	1700	62	3.919644	54.193146
17	1700	65	4.689137	90.265142
17	1700	66	5.088570	87.720230
18	1800	4	3.062378	45.525609
18	1800	6	4.552255	79.307717
18	1800	20	4.063180	54.366200
18	1800	25	4.235542	59.638136
18	1800	27	5.026083	79.784238
18	1800	28	4.681970	63.911803
18	1800	29	3.509779	72.060225
18	1800	31	4.809407	64.812026
18	1800	38	3.350093	142.573978
18	1800	39	4.067486	73.299123
18	1800	43	4.394186	16.431316
18	1800	44	4.269492	127.233226
18	1800	46	4.517471	93.869365
18	1800	49	3.246661	84.205343
18	1800	55	5.160231	146.622143
18	1800	56	4.609804	160.214131
18	1800	62	3.686382	38.575654
18	1800	65	4.884188	89.495366
19	1900	4	3.468186	77.220233
19	1900	6	4.239274	63.979200
19	1900	20	3.910755	78.878653
19	1900	25	3.776903	51.965962
19	1900	27	5.055200	75.106313
19	1900	28	4.286407	60.769457
19	1900	29	4.063103	73.060461
19	1900	31	4.634711	68.866101
19	1900	38	3.442303	138.688479
19	1900	39	4.333144	82.201654
19	1900	43	4.562395	65.735000
19	1900	44	4.335347	154.105530
19	1900	46	4.716821	77.306244
19	1900	49	2.749675	72.407696
19	1900	51	5.228287	90.045818
19	1900	62	3.819238	27.328210
19	1900	65	4.493432	95.045437
20	2000	4	3.688270	71.351765
20	2000	6	3.998248	59.302466
20	2000	20	3.583484	51.504757
20	2000	25	3.159126	36.714497
20	2000	27	5.195169	107.303131
20	2000	28	3.566013	58.601518
20	2000	29	4.404600	90.086302
20	2000	31	4.076453	90.694760
20	2000	38	3.593920	104.013704
20	2000	39	4.455051	80.127812
20	2000	43	4.983233	62.572092
20	2000	44	3.218677	153.908552
20	2000	49	3.432323	79.651606
20	2000	51	4.821420	134.412330
20	2000	62	4.264128	29.372086
20	2000	65	4.862751	93.081881
21	2100	4	3.582716	52.582591
21	2100	6	3.988772	50.306130
21	2100	20	3.811243	60.811770
21	2100	25	2.879712	36.635037
21	2100	28	3.927967	88.229369
21	2100	29	4.305255	72.227623
21	2100	31	4.189427	99.149503
21	2100	38	4.061577	137.176925
21	2100	39	4.540848	63.969534
21	2100	43	4.787252	57.641358
21	2100	44	3.603572	153.733209
21	2100	46	5.082962	74.617073
21	2100	49	3.324761	105.727049
21	2100	51	4.361264	105.357144
21	2100	62	4.269022	34.653816
21	2100	65	5.112918	106.071464
22	2200	4	3.344853	40.648419
22	2200	6	4.288457	108.852220
22	2200	16	5.131210	99.816357
22	2200	20	4.037466	42.468034
22	2200	25	2.870079	56.630052
22	2200	28	4.206871	67.417792
22	2200	29	4.214603	79.650459
22	2200	31	4.415856	109.075070
22	2200	38	3.722789	100.407943
22	2200	39	3.792737	66.810462
22	2200	44	3.924639	172.964641
22	2200	46	4.855815	79.199834
22	2200	49	3.238287	98.415295
22	2200	51	4.695382	132.365600
22	2200	62	4.065929	54.075101
22	2200	65	4.879527	108.454657
22	2200	66	4.965963	79.474289
23	2300	4	3.215858	30.805327
23	2300	6	4.762089	100.603587
23	2300	20	3.942415	61.926422
23	2300	25	3.343121	66.807970
23	2300	28	4.566557	72.519367
23	2300	29	4.100530	85.001535
23	2300	31	4.418348	105.058537
23	2300	38	3.025790	102.559211
23	2300	39	3.315711	80.751485
23	2300	44	4.350671	143.155201
23	2300	46	4.475328	75.895732
23	2300	49	3.383504	107.203316
23	2300	62	3.581108	59.814054
23	2300	65	4.328569	105.674173
23	2300	66	5.063439	126.396146
24	2400	4	2.785642	46.830849
24	2400	6	4.757216	59.421419
24	2400	20	3.644631	38.255854
24	2400	25	3.429013	69.231009
24	2400	28	4.649128	71.119018
24	2400	29	3.756761	100.893698
24	2400	31	4.019607	109.380056
24	2400	38	3.622384	151.033307
24	2400	39	3.572735	80.187988
24	2400	44	4.159316	159.370886
24	2400	46	4.313873	74.996933
24	2400	49	3.491234	98.860702
24	2400	55	4.932902	87.449259
24	2400	62	3.777009	57.667334
24	2400	65	4.845631	122.354742
24	2400	66	4.992175	110.834802
25	2500	4	3.218075	67.572942
25	2500	6	4.408979	76.172565
25	2500	20	3.230061	39.630292
25	2500	25	3.204493	79.459053
25	2500	27	5.189187	96.574585
25	2500	28	4.676000	80.754203
25	2500	29	3.945109	65.410279
25	2500	31	3.531039	84.972203
25	2500	38	4.199608	155.117531
25	2500	39	3.978131	60.145909
25	2500	44	3.542126	149.124684
25	2500	46	4.583351	107.453892
25	2500	49	3.299771	108.380995
25	2500	55	4.869256	97.656044
25	2500	62	4.154009	31.980163
25	2500	65	4.640092	117.586079
25	2500	66	4.754689	103.344221
26	2600	4	3.590248	38.901566
26	2600	6	4.299903	67.295664
26	2600	13	5.166068	72.723508
26	2600	16	5.193372	130.829234
26	2600	20	3.120322	49.617985
26	2600	25	3.517812	127.513263
26	2600	27	5.088662	96.492811
26	2600	28	4.539766	70.284996
26	2600	29	4.238566	71.622631
26	2600	31	3.747454	78.749572
26	2600	38	4.495360	157.257419
26	2600	39	4.321356	44.024339
26	2600	43	4.786031	68.885332
26	2600	44	3.817960	140.045267
26	2600	46	4.728247	91.432462
26	2600	49	3.008840	104.586697
26	2600	55	5.076155	36.406473
26	2600	56	5.073577	135.482083
26	2600	62	3.928902	40.082741
26	2600	65	4.255047	106.133150
26	2600	66	4.913699	109.505047
27	2700	4	3.497002	94.330303
27	2700	6	4.361367	82.542791
27	2700	13	4.878526	95.087416
27	2700	16	5.146663	159.027775
27	2700	20	3.222957	18.664218
27	2700	25	3.569914	132.324250
27	2700	28	4.258303	71.495578
27	2700	29	4.072745	59.587683
27	2700	31	3.332710	78.180847
27	2700	38	4.649221	165.352395
27	2700	39	4.458570	46.335083
27	2700	44	3.912322	131.028126
27	2700	46	4.548692	86.921946
27	2700	49	3.055059	68.455236
27	2700	56	4.491298	134.688150
27	2700	62	4.305483	36.953956
27	2700	65	4.567331	130.888261
27	2700	66	4.543509	91.917095
28	2800	4	3.904869	64.991486
28	2800	6	4.332346	78.760194
28	2800	13	4.619903	137.768239
28	2800	16	4.711436	123.735237
28	2800	20	3.224975	38.249615
28	2800	25	4.170196	101.163157
28	2800	27	4.927713	97.590637
28	2800	28	4.190569	77.722239
28	2800	29	4.235020	66.630778
28	2800	31	3.341942	99.109125
28	2800	38	4.771052	155.725572
28	2800	39	4.329842	27.920050
28	2800	44	4.141450	156.067771
28	2800	46	5.090723	74.128408
28	2800	49	3.138953	83.817263
28	2800	56	4.589455	151.950724
28	2800	62	4.676185	40.551883
28	2800	65	4.483178	104.899566
28	2800	66	3.691795	87.168724
29	2900	4	4.292286	86.049864
29	2900	6	4.301956	92.564357
29	2900	13	4.666986	83.349878
29	2900	16	4.233149	113.225963
29	2900	20	3.615794	75.727678
29	2900	25	3.818500	89.962791
29	2900	27	5.125181	99.732102
29	2900	28	4.428212	87.409964
29	2900	29	4.208351	72.243560
29	2900	31	2.831851	66.743063
29	2900	38	5.158011	135.289090
29	2900	39	4.014519	27.928894
29	2900	44	3.791835	134.506374
29	2900	46	5.058920	79.629330
29	2900	49	3.072233	67.406478
29	2900	51	5.089170	77.311991
29	2900	56	4.622180	170.372793
29	2900	62	4.965881	70.013994
29	2900	65	4.740867	126.067850
29	2900	66	3.528084	101.772172
30	3000	4	3.948379	70.749374
30	3000	6	4.341932	104.282182
30	3000	13	4.516780	109.992850
30	3000	16	4.018219	119.082908
30	3000	20	4.406937	65.255482
30	3000	25	3.580616	83.097466
30	3000	28	4.670728	91.185764
30	3000	29	4.477891	70.705005
30	3000	31	3.242466	118.677162
30	3000	38	4.566490	134.115492
30	3000	39	3.386034	34.859837
30	3000	44	3.920799	64.769855
30	3000	49	2.992116	92.289704
30	3000	51	5.210367	51.530331
30	3000	56	5.229982	150.498613
30	3000	62	4.424671	52.903103
30	3000	65	4.252195	113.278787
30	3000	66	3.440830	76.964875
31	3100	4	3.713640	85.158256
31	3100	6	3.521114	71.312103
31	3100	13	4.764977	125.494979
31	3100	16	3.868820	115.439818
31	3100	20	4.746823	68.638251
31	3100	25	3.687578	71.652564
31	3100	28	4.642396	119.480257
31	3100	29	5.032021	72.667670
31	3100	31	2.988228	98.834370
31	3100	38	4.369646	140.579144
31	3100	39	3.665495	47.123428
31	3100	44	4.344494	81.748641
31	3100	49	3.407186	107.820551
31	3100	51	5.072258	62.699933
31	3100	62	4.461506	41.688411
31	3100	65	3.829531	116.362775
31	3100	66	3.624219	77.856717
32	3200	4	4.074893	101.263631
32	3200	6	3.169942	74.380421
32	3200	13	4.593272	97.185424
32	3200	16	3.725830	132.940330
32	3200	20	4.998029	89.687602
32	3200	25	3.687839	76.222230
32	3200	28	4.777335	122.897581
32	3200	31	3.112308	32.595862
32	3200	38	4.575267	126.504782
32	3200	39	3.995400	36.719934
32	3200	44	4.375025	65.474252
32	3200	49	3.405443	91.850643
32	3200	51	4.722610	61.175922
32	3200	60	5.122237	95.761562
32	3200	62	4.601314	28.356730
32	3200	65	4.072802	107.531776
32	3200	66	4.071003	94.860088
33	3300	4	4.057973	65.838427
33	3300	6	3.285888	68.054650
33	3300	13	3.889414	82.026332
33	3300	16	3.765773	122.956486
33	3300	25	3.611230	81.569840
33	3300	28	4.720640	99.857025
33	3300	29	4.780624	87.443232
33	3300	31	3.591693	4.933837
33	3300	38	4.944167	141.470499
33	3300	39	4.225424	46.146684
33	3300	44	4.242765	86.265501
33	3300	49	3.097176	57.443859
33	3300	51	4.737645	41.026491
33	3300	57	5.068979	128.970782
33	3300	60	4.323651	91.012812
33	3300	62	5.216409	50.051606
33	3300	65	4.195667	118.325840
33	3300	66	4.189599	86.665284
34	3400	4	3.630781	67.649828
34	3400	6	3.550752	70.789188
34	3400	13	3.560770	52.016017
34	3400	16	4.390379	122.488351
34	3400	25	3.845097	101.138611
34	3400	28	4.246784	74.591385
34	3400	29	4.193533	76.207226
34	3400	31	3.491338	44.161607
34	3400	38	5.090594	144.485572
34	3400	39	4.274328	43.481643
34	3400	44	3.937927	94.636942
34	3400	46	5.106840	90.191871
34	3400	49	3.278982	86.195741
34	3400	57	4.476408	149.573589
34	3400	60	4.463617	103.507350
34	3400	65	4.489631	164.539871
34	3400	66	3.600697	95.794000
35	3500	4	4.025979	61.430777
35	3500	6	3.973787	68.206957
35	3500	13	3.440304	44.001661
35	3500	16	4.877824	120.602374
35	3500	25	3.306374	67.506659
35	3500	27	5.133796	108.433371
35	3500	28	4.262001	61.731400
35	3500	29	3.539796	58.073920
35	3500	31	3.860151	156.851667
35	3500	38	5.170169	151.107207
35	3500	39	4.264720	46.221199
35	3500	44	3.891421	81.346947
35	3500	46	4.657911	108.836726
35	3500	49	3.816809	74.543882
35	3500	51	4.934744	41.615873
35	3500	56	5.187885	160.897615
35	3500	57	4.574352	163.555922
35	3500	60	4.027876	86.424546
35	3500	65	4.805298	169.837642
35	3500	66	4.086749	84.629838
36	3600	4	3.656526	44.016222
36	3600	6	4.190519	61.055996
36	3600	13	3.714767	95.892616
36	3600	16	4.420304	124.083222
36	3600	25	2.992747	49.229330
36	3600	27	4.478027	95.437533
36	3600	28	3.999845	58.181098
36	3600	29	3.598219	50.829512
36	3600	31	4.127625	117.350297
36	3600	38	5.182034	163.962107
36	3600	39	4.335621	65.601361
36	3600	44	3.453277	65.969158
36	3600	46	4.208074	82.776544
36	3600	49	4.089871	83.507775
36	3600	51	5.106472	17.768507
36	3600	56	4.931742	153.170794
36	3600	57	4.436082	160.979966
36	3600	60	4.564324	98.628474
36	3600	65	5.077930	169.413078
36	3600	66	4.454328	71.625731
37	3700	4	3.437092	64.769859
37	3700	6	4.850967	27.700682
37	3700	13	3.893325	97.722876
37	3700	16	4.085528	91.032967
37	3700	25	3.111058	63.775810
37	3700	27	4.802531	116.931835
37	3700	28	3.856424	48.284339
37	3700	29	3.645835	49.828137
37	3700	31	4.378373	111.669970
37	3700	38	4.768173	136.163094
37	3700	39	4.318679	61.385510
37	3700	44	4.051208	75.694000
37	3700	46	3.777923	77.352117
37	3700	49	4.173311	98.045443
37	3700	56	4.888999	155.818119
37	3700	57	4.408721	148.262208
37	3700	60	5.040022	80.524092
37	3700	62	5.143837	67.159171
37	3700	65	4.904789	148.159265
37	3700	66	4.650861	91.966706
38	3800	4	3.815372	65.636936
38	3800	6	4.669792	29.400297
38	3800	13	4.433278	95.271844
38	3800	16	4.495286	94.013035
38	3800	19	4.986039	112.933008
38	3800	25	3.277532	68.461517
38	3800	27	4.489481	96.905737
38	3800	28	3.532541	47.541787
38	3800	29	3.373914	38.861759
38	3800	31	4.259946	116.826053
38	3800	38	4.571724	139.848653
38	3800	39	4.448168	63.598805
38	3800	44	4.206151	54.025747
38	3800	46	4.066627	70.592160
38	3800	49	4.235985	102.411560
38	3800	56	4.473529	135.213572
38	3800	57	5.189813	125.846792
38	3800	60	5.036715	78.970050
38	3800	62	5.089412	54.984367
38	3800	64	5.032591	78.358667
38	3800	65	4.954698	165.170361
38	3800	66	3.816845	120.806899
39	3900	4	4.002400	72.886638
39	3900	6	4.950686	37.641011
39	3900	13	4.696632	88.580090
39	3900	16	4.704798	81.877164
39	3900	19	4.678637	121.590504
39	3900	25	2.748586	48.811563
39	3900	27	4.396856	110.664995
39	3900	28	3.812365	90.034747
39	3900	29	3.595480	21.821854
39	3900	31	3.630314	119.634326
39	3900	38	4.427468	162.809914
39	3900	39	4.426515	79.051076
39	3900	44	4.285954	37.861496
39	3900	46	4.295853	80.621200
39	3900	49	4.323945	75.208360
39	3900	56	4.373105	122.884540
39	3900	57	4.996695	137.105512
39	3900	60	4.499254	66.857293
39	3900	62	4.874119	69.315505
39	3900	64	4.605657	66.241290
39	3900	65	4.933693	140.169113
39	3900	66	3.182055	108.961668
40	4000	4	3.849038	84.318521
40	4000	6	4.880640	16.304243
40	4000	13	4.677548	61.562377
40	4000	19	4.463642	124.372576
40	4000	25	3.057667	79.422786
40	4000	27	4.570877	95.166907
40	4000	28	4.286645	54.734922
40	4000	29	3.840758	44.876786
40	4000	31	3.592882	166.866554
40	4000	38	4.895736	144.571802
40	4000	39	4.412522	67.142310
40	4000	44	4.291848	73.666086
40	4000	46	4.387111	67.629332
40	4000	49	4.188922	57.017756
40	4000	56	4.235327	106.847733
40	4000	57	4.998716	128.225412
40	4000	60	4.541489	89.953140
40	4000	64	4.558279	84.107827
40	4000	65	4.869437	150.085549
40	4000	66	3.284885	90.311556
41	4100	4	3.805983	59.281439
41	4100	6	4.741009	65.390443
41	4100	13	5.227453	92.635285
41	4100	16	5.165482	82.368543
41	4100	25	2.934890	80.723062
41	4100	27	5.102583	97.650126
41	4100	28	4.550234	42.821555
41	4100	29	4.144199	69.944581
41	4100	31	3.937932	133.043963
41	4100	38	4.909812	159.735393
41	4100	39	4.474901	58.997269
41	4100	44	4.417585	48.405152
41	4100	46	4.536429	67.081547
41	4100	49	4.026769	36.338197
41	4100	56	4.549168	137.890375
41	4100	57	4.524090	131.190188
41	4100	60	4.669619	95.965698
41	4100	62	5.088705	72.048338
41	4100	64	4.032375	101.567235
41	4100	65	4.278724	123.143127
41	4100	66	3.622317	92.505124
42	4200	4	3.424768	76.758713
42	4200	6	4.341841	34.732753
42	4200	16	4.695125	95.420050
42	4200	25	3.138047	109.107213
42	4200	28	4.321866	37.262244
42	4200	29	4.033333	63.099611
42	4200	31	4.479170	166.219927
42	4200	38	4.507049	101.534337
42	4200	39	4.289877	62.293589
42	4200	44	4.826462	39.178397
42	4200	46	4.974802	86.715210
42	4200	49	4.163912	51.853977
42	4200	57	4.490396	145.476992
42	4200	60	4.904199	85.918581
42	4200	62	5.156356	71.170371
42	4200	64	3.979941	84.218505
42	4200	65	3.838231	101.083749
42	4200	66	3.035648	93.523715
43	4300	4	3.447783	74.660628
43	4300	6	3.983630	27.773923
43	4300	16	4.388300	104.169159
43	4300	25	3.208160	96.113937
43	4300	28	3.588348	53.742236
43	4300	29	4.091171	58.556503
43	4300	31	4.485976	172.981041
43	4300	38	3.942132	122.777141
43	4300	39	4.061829	79.573474
43	4300	44	4.685293	68.382454
43	4300	46	4.498689	76.866261
43	4300	49	3.906119	55.308313
43	4300	56	5.053927	132.139674
43	4300	57	5.059591	139.568663
43	4300	60	4.793958	88.462873
43	4300	62	4.960248	50.802194
43	4300	64	4.057572	81.686639
43	4300	65	4.144785	105.350428
43	4300	66	3.090905	96.255999
44	4400	4	3.907743	83.420666
44	4400	6	4.410933	89.994102
44	4400	16	4.412026	110.746717
44	4400	20	4.679968	76.660247
44	4400	25	2.765082	101.321792
44	4400	28	3.445231	66.666239
44	4400	29	4.185155	41.734669
44	4400	31	4.177278	166.302929
44	4400	38	4.758093	126.099668
44	4400	39	4.380300	67.078831
44	4400	44	4.131751	42.769899
44	4400	46	4.954446	98.501661
44	4400	49	3.732725	44.910690
44	4400	56	4.460647	139.012793
44	4400	57	5.054007	133.636155
44	4400	60	4.366812	61.335749
44	4400	62	5.074374	42.428595
44	4400	64	4.562051	81.609097
44	4400	65	4.592364	135.397048
44	4400	66	3.202056	95.381351
45	4500	4	3.875108	86.336049
45	4500	6	3.565900	46.366808
