Frame	Timestep	O_id	Distance(Å)	Theta(degrees)
504	50400	50	5.081119	80.438823
504	50400	52	4.184133	45.830700
504	50400	53	3.044847	105.828169
504	50400	65	5.177433	67.453475
504	50400	66	2.743754	49.484658
505	50500	6	5.185528	93.215933
505	50500	7	4.589709	21.113068
505	50500	12	4.120375	83.106608
505	50500	16	3.950309	124.615786
505	50500	23	5.046959	109.453062
505	50500	24	3.687745	50.780569
505	50500	25	3.746843	128.667196
505	50500	26	4.047991	29.944681
505	50500	27	4.136775	114.907425
505	50500	29	4.194560	76.467415
505	50500	37	4.412417	71.693052
505	50500	40	4.793389	72.138345
505	50500	43	4.004814	103.212849
505	50500	44	3.521605	143.360002
505	50500	47	4.593433	133.264989
505	50500	48	5.042658	154.003679
505	50500	50	4.817272	68.380404
505	50500	52	3.602073	77.150492
505	50500	53	3.371035	80.190697
505	50500	65	4.789932	62.203756
505	50500	66	3.247897	67.789191
506	50600	7	4.626980	16.975048
506	50600	12	4.369273	78.533992
506	50600	16	3.837263	104.306808
506	50600	23	4.888102	111.761913
506	50600	24	3.590453	41.688923
506	50600	25	3.623356	121.593826
506	50600	26	3.796912	39.246339
506	50600	27	4.152130	130.185935
506	50600	29	4.370629	80.751127
506	50600	37	4.453498	76.826161
506	50600	40	4.450997	70.870879
506	50600	43	3.752038	99.823154
506	50600	44	3.812250	146.138247
506	50600	47	4.690785	126.390521
506	50600	48	4.788351	143.108875
506	50600	50	4.408693	68.217577
506	50600	52	4.021619	93.341812
506	50600	53	3.572098	104.401942
506	50600	66	2.959367	36.894219
507	50700	7	4.770529	32.525006
507	50700	10	4.998546	41.150040
507	50700	12	4.593855	71.639766
507	50700	16	3.987694	109.877212
507	50700	23	4.214841	122.330157
507	50700	24	3.829432	49.123976
507	50700	25	3.608682	105.614607
507	50700	26	3.624754	41.127534
507	50700	27	4.230052	119.209114
507	50700	29	4.515654	73.006853
507	50700	37	4.232110	96.362922
507	50700	40	4.187707	51.002596
507	50700	43	3.618273	114.977216
507	50700	44	4.032307	149.030832
507	50700	47	4.848253	148.740690
507	50700	48	4.541007	143.335532
507	50700	50	4.185822	76.985748
507	50700	52	3.996955	76.575935
507	50700	53	2.936578	93.864463
507	50700	66	3.136382	49.522422
508	50800	7	5.014449	41.798751
508	50800	10	4.770322	60.969417
508	50800	12	4.655734	86.239721
508	50800	16	4.780517	123.599303
508	50800	23	4.243928	137.014011
508	50800	24	3.905161	50.073860
508	50800	25	3.946680	119.936676
508	50800	26	3.549493	32.910851
508	50800	27	4.361786	135.044650
508	50800	29	4.196391	68.820560
508	50800	37	4.243417	91.849762
508	50800	40	4.493427	66.212460
508	50800	43	3.592236	126.642587
508	50800	44	3.372811	108.855154
508	50800	47	4.328927	130.304906
508	50800	48	4.015728	148.871271
508	50800	50	3.730080	54.122474
508	50800	52	4.373915	70.102108
508	50800	53	3.134776	98.361464
508	50800	63	5.130240	87.095578
508	50800	66	3.363048	20.303748
509	50900	7	4.852793	55.000703
509	50900	10	4.915975	38.252840
509	50900	12	4.512254	74.369824
509	50900	16	4.872068	124.131726
509	50900	23	4.317643	128.727643
509	50900	24	4.241300	48.975963
509	50900	25	3.969922	121.595751
509	50900	26	3.719576	40.101088
509	50900	27	4.602993	132.745843
509	50900	29	4.187099	70.150762
509	50900	37	4.018449	98.513853
509	50900	40	4.479691	76.479137
509	50900	43	3.710857	92.779562
509	50900	44	3.246497	101.130517
509	50900	47	4.536526	124.447389
509	50900	48	4.301444	166.714872
509	50900	50	3.715153	49.337855
509	50900	52	4.201808	67.926336
509	50900	53	3.931976	102.431889
509	50900	65	5.101660	48.499216
509	50900	66	2.926372	25.236102
510	51000	7	4.439885	28.379604
510	51000	10	4.647490	72.004164
510	51000	12	4.513084	85.443080
510	51000	16	4.304250	120.693258
510	51000	23	4.084497	110.886750
510	51000	24	4.748699	52.312636
510	51000	25	4.807276	148.936160
510	51000	26	3.814425	25.790522
510	51000	27	4.046952	139.237668
510	51000	29	4.470688	65.703993
510	51000	37	3.828503	96.358985
510	51000	40	4.288882	75.686889
510	51000	43	3.827917	82.813292
510	51000	44	4.004681	124.304819
510	51000	47	4.641529	111.851851
510	51000	48	5.144309	167.823683
510	51000	50	3.997909	53.079834
510	51000	52	4.766249	73.640668
510	51000	53	3.742674	113.826493
510	51000	65	4.972481	62.415625
510	51000	66	2.894704	34.664305
511	51100	7	4.294288	76.919960
511	51100	10	4.188392	71.811673
511	51100	12	4.352457	43.832962
511	51100	16	3.728022	129.028011
511	51100	23	4.396136	135.621793
511	51100	24	4.974890	53.346355
511	51100	25	4.958704	138.463706
511	51100	26	3.515668	37.921872
511	51100	27	3.573873	125.409600
511	51100	29	4.489477	63.101501
511	51100	37	3.973354	100.855715
511	51100	40	3.683364	68.632454
511	51100	43	3.264901	77.607031
511	51100	44	4.473471	125.865928
511	51100	47	4.521605	124.371330
511	51100	50	4.530371	115.919884
511	51100	52	4.984742	58.185553
511	51100	53	3.223637	119.743429
511	51100	65	5.210488	65.002964
511	51100	66	2.830486	32.670068
512	51200	7	4.277839	45.691924
512	51200	10	4.714589	79.522271
512	51200	12	4.633962	73.418531
512	51200	16	3.717604	127.196260
512	51200	23	5.086987	120.324315
512	51200	26	3.493072	41.430736
512	51200	27	3.567842	123.895695
512	51200	29	5.050011	76.606591
512	51200	37	3.753928	102.646245
512	51200	40	3.615399	65.488179
512	51200	43	3.252643	91.928978
512	51200	44	4.780484	135.549091
512	51200	47	4.659519	152.646688
512	51200	50	4.846095	48.835106
512	51200	52	4.789869	70.690042
512	51200	53	3.312071	112.207763
512	51200	63	5.170379	74.964692
512	51200	66	3.014912	21.622696
513	51300	7	4.788380	59.393112
513	51300	12	4.740604	57.671066
513	51300	16	4.167140	136.582100
513	51300	23	4.870505	113.778307
513	51300	25	4.773982	121.542629
513	51300	26	3.718886	21.640477
513	51300	27	3.782454	101.399515
513	51300	29	5.018609	102.445381
513	51300	37	3.695060	68.690984
513	51300	40	4.233814	82.988276
513	51300	43	3.428872	97.035682
513	51300	44	4.674798	120.442496
513	51300	47	4.034923	168.304441
513	51300	48	5.189565	167.266917
513	51300	50	5.078237	105.752118
513	51300	52	4.620817	83.702843
513	51300	53	3.653367	108.441817
513	51300	65	4.934540	65.942505
513	51300	66	3.072783	40.813445
514	51400	6	5.179171	111.380127
514	51400	12	4.204265	61.697924
514	51400	16	4.430736	114.595981
514	51400	23	4.629614	97.880139
514	51400	24	4.461763	64.180625
514	51400	25	3.873679	140.901384
514	51400	26	3.960360	42.105465
514	51400	27	3.995036	93.689108
514	51400	29	5.119734	115.349266
514	51400	37	3.976864	54.896474
514	51400	40	4.058496	70.350340
514	51400	43	3.880230	104.907483
514	51400	44	4.281589	137.788418
514	51400	47	3.774897	139.866091
514	51400	48	4.940021	139.590214
514	51400	50	4.765395	149.456464
514	51400	52	3.950763	68.737163
514	51400	53	4.117609	107.865559
514	51400	63	5.085808	72.166448
514	51400	65	4.859209	73.199492
514	51400	66	2.933716	60.283148
515	51500	6	5.209431	130.034065
515	51500	12	4.386000	59.687007
515	51500	16	4.359687	126.386488
515	51500	23	4.821697	112.998686
515	51500	24	4.007278	56.936667
515	51500	25	4.037869	136.699848
515	51500	26	4.286120	44.655721
515	51500	27	4.439621	106.321467
515	51500	37	4.158834	47.272066
515	51500	40	3.903427	75.472103
515	51500	43	3.951555	113.244755
515	51500	44	4.409397	133.251612
515	51500	47	3.487882	131.349305
515	51500	48	4.923472	136.005201
515	51500	50	4.631565	74.004063
515	51500	52	4.097105	56.764696
515	51500	53	3.833613	108.881725
515	51500	66	2.786545	56.045242
516	51600	6	4.919147	155.997088
516	51600	7	5.195958	59.537415
516	51600	12	4.667715	56.098148
516	51600	13	5.152498	71.817052
516	51600	16	3.874468	124.488797
516	51600	23	4.707849	115.595903
516	51600	24	4.403277	67.611247
516	51600	25	4.328879	131.187316
516	51600	26	4.118572	30.235543
516	51600	27	4.851285	131.908036
516	51600	37	4.217370	39.604006
516	51600	40	3.597967	81.799572
516	51600	43	3.768705	120.737087
516	51600	44	4.592328	124.798928
516	51600	47	3.475900	136.534579
516	51600	50	4.426238	96.065747
516	51600	52	4.472026	64.274130
516	51600	53	2.985533	83.149688
516	51600	66	3.317099	48.800193
517	51700	6	4.753582	111.232906
517	51700	7	4.802192	40.147929
517	51700	12	4.266330	66.642953
517	51700	16	3.561994	114.004649
517	51700	23	4.625302	115.927915
517	51700	24	4.923264	84.064080
517	51700	25	4.913923	109.416245
517	51700	26	3.930620	51.252914
517	51700	37	4.373852	42.377100
517	51700	40	3.733966	62.231960
517	51700	43	3.427345	62.350220
517	51700	44	4.562000	134.780252
517	51700	47	3.677663	157.589400
517	51700	50	4.338494	95.031785
517	51700	52	4.402712	58.996404
517	51700	53	3.306915	111.567426
517	51700	66	2.908729	46.262865
518	51800	6	4.755279	92.622874
518	51800	7	4.245059	106.520798
518	51800	12	4.090314	43.653536
518	51800	13	4.948671	95.622026
518	51800	16	3.241659	104.774113
518	51800	23	5.205800	126.470656
518	51800	25	5.004530	112.096933
518	51800	26	4.020058	63.509012
518	51800	37	4.404443	62.113779
518	51800	40	3.549764	37.305564
518	51800	43	2.906562	52.911474
518	51800	44	4.420094	129.560578
518	51800	47	4.418246	153.747028
518	51800	50	4.587918	139.034950
518	51800	52	4.743287	57.529164
518	51800	53	3.420805	101.181688
518	51800	65	4.636929	87.100576
518	51800	66	2.461250	38.943093
519	51900	6	4.830875	106.671766
519	51900	7	3.744717	29.333395
519	51900	12	4.523499	48.422053
519	51900	13	4.733093	153.667454
519	51900	16	3.154474	134.156402
519	51900	18	4.475114	74.130583
519	51900	23	5.158311	126.439751
519	51900	26	4.009237	71.807103
519	51900	37	4.160701	69.078465
519	51900	40	3.638551	64.466065
519	51900	43	3.333082	71.539361
519	51900	44	5.226760	134.025304
519	51900	47	4.159171	174.935961
519	51900	50	4.783838	127.592859
519	51900	53	3.327069	119.687065
519	51900	61	5.073526	109.188550
519	51900	65	4.355206	96.972627
519	51900	66	2.922420	76.134096
520	52000	6	4.609381	93.594150
520	52000	7	3.901163	41.222445
520	52000	12	4.146735	23.236267
520	52000	13	4.201962	108.319112
520	52000	16	3.604319	129.432299
520	52000	18	3.587089	62.732285
520	52000	26	4.220076	33.595920
520	52000	28	4.805332	58.496945
520	52000	37	3.170489	60.774663
520	52000	40	3.321532	83.999142
520	52000	43	4.232246	70.078750
520	52000	47	3.936191	140.619533
520	52000	50	4.636294	75.456398
520	52000	52	5.042221	56.662583
520	52000	53	4.146898	122.045022
520	52000	61	4.907371	103.052428
520	52000	65	3.575171	101.029371
520	52000	66	2.897467	81.846051
521	52100	6	4.884575	111.376024
521	52100	7	4.705397	47.603067
521	52100	12	4.158356	35.934504
521	52100	13	4.675818	136.968583
521	52100	16	4.099565	118.146603
521	52100	18	3.322702	53.272467
521	52100	23	5.042859	124.430920
521	52100	26	3.753722	78.046066
521	52100	28	4.639534	47.344873
521	52100	37	3.027850	73.899721
521	52100	40	3.009557	55.717153
521	52100	43	4.687278	70.448896
521	52100	47	3.865597	132.347119
521	52100	50	4.791924	74.668599
521	52100	52	5.044387	60.846103
521	52100	53	4.319789	142.566644
521	52100	61	4.970920	97.880595
521	52100	62	4.864429	118.533845
521	52100	65	3.381111	96.142539
521	52100	66	3.279435	125.169342
522	52200	6	5.219637	116.273268
522	52200	7	4.798614	72.350112
522	52200	12	3.597107	34.105984
522	52200	13	4.560646	167.565155
522	52200	16	4.193433	140.214092
522	52200	18	3.218099	44.191800
522	52200	23	4.709126	106.580161
522	52200	26	3.722260	70.945950
522	52200	27	4.656694	113.757267
522	52200	28	4.379013	40.898600
522	52200	37	4.037374	110.124241
522	52200	40	3.267533	78.556722
522	52200	43	4.883343	77.769235
522	52200	47	3.240266	43.870763
522	52200	50	4.685757	100.862057
522	52200	52	5.017094	51.342952
522	52200	53	4.525549	124.089015
522	52200	61	4.820353	125.709648
522	52200	62	4.945694	86.680830
522	52200	65	3.429653	121.741305
522	52200	66	3.298242	115.891027
523	52300	7	4.322352	52.381113
523	52300	12	3.882618	46.288272
523	52300	13	4.089252	163.805888
523	52300	16	4.425605	131.932315
523	52300	18	3.678718	38.500775
523	52300	23	4.262663	117.976100
523	52300	25	4.696364	107.688552
523	52300	26	3.649136	57.336920
523	52300	27	4.224550	96.618730
523	52300	28	4.474313	31.761714
523	52300	37	3.895267	97.544536
523	52300	40	3.665248	72.930477
523	52300	43	4.946920	93.062182
523	52300	47	2.625315	48.082372
523	52300	50	4.755919	109.343121
523	52300	52	5.062132	59.768516
523	52300	53	4.315071	104.076499
523	52300	61	4.932209	95.743917
523	52300	62	4.867615	98.599196
523	52300	65	3.407991	94.616474
523	52300	66	3.245731	137.744933
524	52400	7	3.800366	48.871137
524	52400	12	3.991641	57.211403
524	52400	13	4.030353	118.673203
524	52400	16	4.370798	140.526280
524	52400	18	4.201068	54.310056
524	52400	23	4.493326	137.596891
524	52400	25	4.514400	108.222704
524	52400	26	3.421013	46.366072
524	52400	27	4.785379	114.228898
524	52400	37	3.866467	96.532549
524	52400	40	3.502146	59.659973
524	52400	43	5.130320	70.133349
524	52400	47	3.133195	84.196087
524	52400	50	4.638016	126.015867
524	52400	52	4.944840	59.693493
524	52400	53	4.099498	126.446905
524	52400	61	4.882727	91.643088
524	52400	62	4.579803	87.645206
524	52400	65	4.099520	110.883155
524	52400	66	3.587871	107.674620
525	52500	7	4.226120	40.056319
525	52500	10	4.923046	33.767587
525	52500	12	4.093665	60.936916
525	52500	13	4.830572	142.438370
525	52500	16	4.319805	150.051384
525	52500	18	4.643221	61.326452
525	52500	23	4.474871	121.718642
525	52500	24	5.131940	46.583471
525	52500	25	4.541449	102.749185
525	52500	26	3.610203	60.977644
525	52500	27	5.014055	116.858252
525	52500	37	4.431623	93.241686
525	52500	40	3.492534	66.670466
525	52500	43	4.328767	82.438029
525	52500	47	3.335249	118.388401
525	52500	48	4.974502	163.787292
525	52500	50	4.285744	98.719958
525	52500	52	5.098931	45.722886
525	52500	53	3.643802	90.666716
525	52500	61	5.204526	75.773801
525	52500	62	5.001534	70.440239
525	52500	65	4.431298	117.811014
525	52500	66	3.219537	93.038952
526	52600	7	4.408780	36.539944
526	52600	10	4.692892	36.694786
526	52600	12	4.265505	76.110434
526	52600	16	4.087130	136.187068
526	52600	18	4.980864	68.783800
526	52600	23	4.546661	111.174571
526	52600	24	4.472954	51.901511
526	52600	25	4.260888	111.639260
526	52600	26	4.000595	69.037785
526	52600	27	4.595109	96.809311
526	52600	37	4.352420	96.401529
526	52600	40	3.688222	59.195634
526	52600	43	3.468874	101.501427
526	52600	44	4.935299	131.152382
526	52600	47	3.392578	143.264987
526	52600	48	4.096075	145.632850
526	52600	50	3.911565	88.237725
526	52600	52	4.505955	68.365038
526	52600	53	3.438249	95.600170
526	52600	65	4.690418	97.300633
526	52600	66	2.817193	82.611738
527	52700	7	4.743351	22.217020
527	52700	10	4.476533	46.245027
527	52700	12	4.264885	62.816255
527	52700	16	3.558146	104.602642
527	52700	23	4.407248	132.492783
527	52700	24	4.558109	87.998553
527	52700	25	3.596815	98.203736
527	52700	26	3.508975	52.923620
527	52700	27	4.809643	96.496481
527	52700	37	4.716979	71.365287
527	52700	40	3.579112	50.557491
527	52700	43	3.192770	123.774387
527	52700	44	4.698272	139.022975
527	52700	47	3.587658	92.969951
527	52700	48	4.575555	165.892130
527	52700	50	4.293803	95.380697
527	52700	52	4.290758	56.388094
527	52700	53	3.110818	104.419883
527	52700	66	2.950745	41.325547
528	52800	7	4.516060	3.317283
528	52800	10	4.652709	60.120564
528	52800	12	3.949000	59.959207
528	52800	16	4.270351	133.720816
528	52800	23	3.898265	119.416708
528	52800	24	4.820163	74.505310
528	52800	25	3.663379	125.423620
528	52800	26	3.467880	64.881382
528	52800	27	5.125088	104.190420
528	52800	40	3.642380	51.402511
528	52800	43	3.123232	118.276422
528	52800	44	4.804582	148.398724
528	52800	47	4.169832	142.117926
528	52800	48	5.029534	138.595652
528	52800	50	4.313484	121.800049
528	52800	52	3.808879	60.928530
528	52800	53	3.437899	90.822742
528	52800	66	3.035696	62.464572
529	52900	7	4.060438	2.753228
529	52900	10	5.176269	51.739776
529	52900	12	3.695908	61.657749
529	52900	13	5.028013	120.603528
529	52900	16	4.578641	146.824422
529	52900	18	5.198227	64.141786
529	52900	23	4.112827	119.505587
529	52900	24	4.916955	65.228541
529	52900	25	4.148176	133.973396
529	52900	26	3.392403	53.897963
529	52900	37	5.105298	52.021111
529	52900	40	3.699775	58.600890
529	52900	43	3.260281	111.431690
529	52900	44	4.847967	149.066533
529	52900	47	4.449973	156.501006
529	52900	48	5.030630	107.028640
529	52900	50	4.360241	103.458534
529	52900	52	4.395758	57.559994
529	52900	53	3.806611	98.386873
529	52900	66	3.317935	70.349060
530	53000	7	4.175846	47.667033
530	53000	12	3.809551	50.194876
530	53000	13	3.946835	147.949074
530	53000	16	4.765444	111.632069
530	53000	23	4.816484	120.881996
530	53000	24	4.563375	70.435839
530	53000	25	3.899928	125.402060
530	53000	26	3.800664	39.061834
530	53000	27	4.653153	97.816738
530	53000	37	4.566270	55.381749
530	53000	40	4.517885	81.444021
530	53000	43	3.326693	90.594480
530	53000	44	4.578285	151.421198
530	53000	47	3.902307	155.551658
530	53000	48	4.666314	115.581640
530	53000	50	4.645836	85.451885
530	53000	52	4.552822	42.532367
530	53000	53	4.038619	98.152104
530	53000	63	5.095290	114.711541
530	53000	66	2.890115	59.719309
531	53100	7	4.393116	49.018352
531	53100	12	3.905348	53.468992
531	53100	13	2.751359	123.876971
531	53100	16	4.391880	117.945574
531	53100	18	4.786647	74.355675
531	53100	24	4.174876	54.585536
531	53100	25	4.786454	141.841182
531	53100	26	4.879361	72.421944
531	53100	27	4.755807	126.026091
531	53100	37	4.389417	56.305584
531	53100	40	4.316405	79.984923
531	53100	43	3.530167	79.369614
531	53100	44	4.210514	153.829330
531	53100	47	3.831964	164.795143
531	53100	48	4.599852	104.878253
531	53100	50	4.920381	130.580258
531	53100	52	5.015971	32.673256
531	53100	53	4.004701	93.066468
531	53100	65	5.188824	66.225472
531	53100	66	3.014492	68.143580
532	53200	7	4.491496	36.652489
532	53200	12	3.623099	46.711904
532	53200	13	3.441896	137.104888
532	53200	16	4.234385	125.172135
532	53200	18	4.868586	70.356672
532	53200	24	3.933775	49.621790
532	53200	25	4.776461	152.788162
532	53200	27	4.991892	133.483658
532	53200	37	4.825281	72.297160
532	53200	40	4.113926	52.241660
532	53200	43	3.549957	85.123346
532	53200	44	4.227455	161.745800
532	53200	47	4.120129	158.201727
532	53200	48	4.531748	116.883205
532	53200	50	4.808430	127.400374
532	53200	52	4.690039	45.289736
532	53200	53	3.618343	91.354900
532	53200	66	3.125570	67.103492
533	53300	7	4.930044	50.717853
533	53300	10	4.781163	68.541581
533	53300	12	3.258472	51.514222
533	53300	13	4.081411	124.090084
533	53300	16	4.263662	119.935889
533	53300	18	4.832215	82.157387
533	53300	24	3.861635	65.340912
533	53300	25	4.499421	156.827878
533	53300	26	4.712512	66.081937
533	53300	37	4.787854	79.433394
533	53300	40	4.345329	55.367374
533	53300	43	3.780162	95.900103
533	53300	44	3.411690	151.686493
533	53300	47	3.944952	159.873382
533	53300	48	4.126204	127.427384
533	53300	50	4.680254	102.455827
533	53300	52	3.996544	45.231078
533	53300	53	3.719583	95.290874
533	53300	66	3.660391	46.922944
534	53400	7	5.078223	31.361682
534	53400	10	4.244661	49.204750
534	53400	12	3.330476	31.928649
534	53400	13	4.337071	77.500628
534	53400	16	4.275150	112.766324
534	53400	18	4.643891	97.871535
534	53400	23	4.850014	96.015559
534	53400	24	3.444239	71.793479
534	53400	25	4.143549	165.129129
534	53400	26	3.809850	75.439190
534	53400	37	5.193580	76.896068
534	53400	40	4.200543	51.328868
534	53400	43	3.888287	84.345609
534	53400	44	3.439820	152.853231
534	53400	47	4.423878	133.116598
534	53400	48	4.205489	144.102760
534	53400	50	4.219202	111.342341
534	53400	52	3.493312	20.648461
534	53400	53	3.604050	117.220814
534	53400	66	4.437641	65.360300
535	53500	7	4.553118	21.354935
535	53500	10	4.048927	76.610781
535	53500	12	3.614137	22.552485
535	53500	13	4.823281	120.985514
535	53500	16	4.138808	110.391962
535	53500	18	4.157986	95.185454
535	53500	23	4.285076	99.185566
535	53500	24	3.535597	77.381043
535	53500	25	4.524355	140.738037
535	53500	26	3.200223	65.900875
535	53500	40	3.903723	43.982954
535	53500	43	4.282356	107.339592
535	53500	44	4.170044	136.144168
535	53500	47	5.169251	166.365641
535	53500	48	3.863543	133.974606
535	53500	50	4.318753	137.227543
535	53500	52	3.308405	35.583601
535	53500	53	3.218464	106.232506
535	53500	66	4.749079	84.803465
536	53600	7	5.038179	14.368358
536	53600	10	4.059635	114.594333
536	53600	12	3.635267	33.079859
536	53600	13	4.686730	93.511238
536	53600	16	4.472515	124.195821
536	53600	18	4.255298	84.668104
536	53600	23	3.705165	83.346874
536	53600	24	3.389733	52.453047
536	53600	25	5.017800	132.625650
536	53600	26	3.253770	60.201948
536	53600	40	3.914896	51.222717
536	53600	43	4.134312	118.480977
536	53600	44	4.595130	153.171194
536	53600	48	3.837847	149.797370
536	53600	50	4.011238	126.964420
536	53600	52	3.274622	40.038359
536	53600	53	3.780691	122.490962
536	53600	62	5.137220	75.096189
536	53600	66	4.781359	98.732086
537	53700	7	5.152406	10.387100
537	53700	10	4.168310	57.662629
537	53700	12	3.557938	56.568399
537	53700	13	5.013386	117.089554
537	53700	16	4.096299	108.566175
537	53700	18	4.773141	93.848547
537	53700	23	4.278195	82.945989
537	53700	24	3.179210	59.650752
537	53700	26	3.049219	76.232406
537	53700	37	4.281930	79.606485
537	53700	40	3.783238	58.623500
537	53700	43	4.034127	136.237967
537	53700	44	4.606092	131.746249
537	53700	47	5.070876	159.663323
537	53700	48	4.035549	161.393142
537	53700	50	3.769121	116.740825
537	53700	52	3.558664	30.734585
537	53700	53	3.850000	137.910193
537	53700	62	4.999905	87.852946
537	53700	66	5.146740	97.170255
538	53800	10	4.262643	61.525790
538	53800	12	3.820468	60.232682
538	53800	13	5.114655	121.961001
538	53800	16	4.637441	100.095932
538	53800	18	4.422646	81.841505
538	53800	23	4.371587	56.782349
538	53800	24	3.139930	67.126405
538	53800	26	3.950210	87.576997
538	53800	37	4.547254	92.414992
538	53800	40	3.687426	54.084010
538	53800	43	4.034434	102.009682
538	53800	44	4.795659	169.378482
538	53800	47	4.689479	141.914147
538	53800	48	4.091989	157.290650
538	53800	50	3.647150	100.484367
538	53800	52	4.034642	23.819170
538	53800	53	3.825337	108.192543
538	53800	62	4.379260	64.347223
538	53800	66	4.896183	89.520746
539	53900	10	4.388470	83.564831
539	53900	12	3.821819	50.098979
539	53900	13	4.862418	84.010003
539	53900	16	4.747320	126.486345
539	53900	18	4.300649	71.251286
539	53900	23	4.137594	67.983147
539	53900	24	3.764468	73.210313
539	53900	25	4.912115	145.418888
539	53900	26	3.974024	46.570490
539	53900	37	4.540281	86.549454
539	53900	40	3.693600	65.546025
539	53900	43	3.703560	124.760169
539	53900	44	4.408656	164.794849
539	53900	47	4.497963	149.874874
539	53900	48	3.903799	148.386029
539	53900	50	3.881037	123.732844
539	53900	52	4.161401	25.814005
539	53900	53	3.878098	111.462088
539	53900	62	4.589480	61.284416
539	53900	66	4.423474	64.521247
540	54000	7	5.204498	19.160825
540	54000	10	4.391702	87.241723
540	54000	12	3.568651	38.994870
540	54000	16	4.256011	114.300452
540	54000	18	3.935702	71.722982
540	54000	23	4.451047	97.780455
540	54000	24	3.334180	65.420847
540	54000	25	4.658495	122.942113
540	54000	26	3.812807	59.471528
540	54000	37	4.362523	79.140543
540	54000	40	3.983911	54.563619
540	54000	43	2.717971	57.766281
540	54000	44	4.212888	144.820396
540	54000	47	4.450177	147.615040
540	54000	48	4.065720	138.738222
540	54000	50	4.266154	117.573343
540	54000	52	4.259008	15.743743
540	54000	53	3.862039	89.752796
540	54000	62	5.215062	67.046512
540	54000	66	3.828179	57.343915
541	54100	7	4.700797	23.466190
541	54100	10	4.358885	39.513481
541	54100	12	3.434196	47.818767
541	54100	13	4.853824	100.543544
541	54100	16	4.438154	134.296142
541	54100	18	3.460046	81.876057
541	54100	23	5.037286	61.396031
541	54100	24	3.435314	55.882716
541	54100	25	5.006236	152.455216
541	54100	26	4.613294	68.232093
541	54100	37	4.479481	100.837860
541	54100	40	4.170554	65.812650
541	54100	43	3.138817	84.327123
541	54100	44	3.929479	176.069134
541	54100	47	4.323131	163.505530
541	54100	48	4.099054	141.177285
541	54100	50	4.435827	107.948528
541	54100	52	4.261524	22.879985
541	54100	53	4.375034	112.074059
541	54100	66	4.129840	118.045538
542	54200	7	4.454391	35.794393
542	54200	10	4.670079	62.438945
542	54200	12	3.230188	45.353112
542	54200	13	4.707608	136.903846
542	54200	16	4.498787	135.065064
542	54200	18	3.329550	75.153705
542	54200	23	5.064203	63.952740
542	54200	24	3.619007	65.827898
542	54200	26	4.552745	90.591139
542	54200	37	4.057837	87.153205
542	54200	40	3.704480	72.517595
542	54200	43	3.540487	98.828769
542	54200	44	4.160492	151.534249
542	54200	47	4.205189	120.661510
542	54200	48	4.505874	138.612691
542	54200	50	4.332817	127.102304
542	54200	52	4.483822	48.779406
542	54200	53	4.591164	109.881239
542	54200	62	5.207522	71.831084
542	54200	66	3.985593	104.644016
543	54300	7	4.577848	34.423794
543	54300	10	4.139534	67.752318
543	54300	12	3.444674	39.399328
543	54300	13	4.472024	116.824725
543	54300	16	4.484785	137.566802
543	54300	18	3.800885	55.299232
543	54300	23	4.803652	81.012543
543	54300	24	3.996577	70.025047
543	54300	26	3.957510	79.656237
543	54300	37	3.998648	89.157540
543	54300	40	3.370145	57.733787
543	54300	43	2.865402	93.461152
543	54300	44	4.569734	139.282397
543	54300	47	4.093306	149.464829
543	54300	48	4.444917	142.521663
543	54300	50	4.106775	111.712367
543	54300	52	4.424599	45.786914
543	54300	53	4.226914	82.384683
543	54300	62	4.663676	93.637140
543	54300	66	4.222597	87.707639
544	54400	7	4.597123	36.752495
544	54400	10	3.790028	86.057429
544	54400	12	3.710052	40.719103
544	54400	13	4.482931	131.272202
544	54400	16	4.446463	125.875942
544	54400	18	3.851262	65.586117
544	54400	23	4.335045	94.231877
544	54400	24	4.358576	79.699617
544	54400	26	3.571105	85.431819
544	54400	37	4.021240	103.339644
544	54400	40	3.377400	61.371950
544	54400	43	2.866556	88.824144
544	54400	47	4.022175	172.050478
544	54400	48	4.801849	162.554764
544	54400	50	4.793231	99.313104
544	54400	52	4.571890	75.776812
544	54400	53	3.813133	107.880466
544	54400	62	4.947388	104.249987
544	54400	66	4.610504	75.790247
545	54500	7	4.375541	30.646243
545	54500	10	4.017054	78.361689
545	54500	12	3.549076	59.161729
545	54500	13	4.241401	129.811710
545	54500	16	4.308808	139.831183
545	54500	18	3.651639	51.677290
545	54500	23	3.957197	62.231995
545	54500	24	4.876839	74.443132
545	54500	26	3.796057	69.703358
545	54500	35	4.859044	86.179020
545	54500	37	3.329969	113.276213
545	54500	40	3.217190	86.049822
545	54500	43	3.517628	109.830046
545	54500	47	4.101556	172.635041
545	54500	48	4.841174	144.768714
545	54500	50	4.832185	116.096405
545	54500	52	4.638431	68.414846
545	54500	53	3.707330	109.878353
545	54500	61	5.224394	88.943670
545	54500	62	5.126191	131.306080
545	54500	66	4.652659	88.417631
546	54600	7	4.472443	39.360528
546	54600	10	4.180218	69.988381
546	54600	12	3.931171	64.576125
546	54600	13	4.233850	143.514686
546	54600	16	4.273077	121.738356
546	54600	18	3.519432	47.439665
546	54600	23	4.447691	79.780952
546	54600	24	4.934683	66.816537
546	54600	26	4.002575	73.609898
546	54600	37	2.967132	81.095899
