Frame	Timestep	O_id	Distance(Å)	Theta(degrees)
0	0	487	4.074542	66.602161
0	0	491	4.514801	23.092031
0	0	494	3.808998	63.709410
0	0	499	4.521669	161.160218
0	0	507	3.507429	76.903100
0	0	510	4.022624	107.380092
0	0	518	4.063751	56.290370
0	0	531	3.996932	99.946720
0	0	542	4.071265	153.230613
1	100	487	3.512746	114.826484
1	100	494	3.312354	63.701443
1	100	499	4.838789	152.109841
1	100	507	3.978269	48.967028
1	100	510	4.057031	102.232800
1	100	518	3.994854	51.647169
1	100	531	4.318760	104.209880
1	100	542	4.200708	139.019967
2	200	487	4.185679	127.371169
2	200	491	5.147674	48.824247
2	200	494	3.132905	60.238206
2	200	499	4.285059	146.348543
2	200	507	3.300601	53.502209
2	200	510	3.864882	112.471697
2	200	518	4.514191	48.659868
2	200	531	4.466388	73.788058
2	200	542	4.521914	148.416199
3	300	487	4.211885	80.444238
3	300	494	3.031839	60.753492
3	300	499	4.168375	150.630649
3	300	507	2.719197	60.903909
3	300	510	3.774232	155.093541
3	300	518	4.663836	57.449953
3	300	531	4.304703	73.770008
3	300	542	4.655968	155.787242
4	400	487	3.475849	67.449277
4	400	494	3.123253	60.629211
4	400	499	4.111718	142.858343
4	400	507	3.077789	91.397030
4	400	510	4.558738	156.009320
4	400	518	4.623247	55.738024
4	400	531	3.630903	48.855089
4	400	542	4.612462	149.755321
5	500	487	3.922521	133.482709
5	500	494	3.346451	48.183782
5	500	499	3.773601	158.198947
5	500	507	3.168471	85.628324
5	500	510	4.317716	145.115852
5	500	518	4.541862	32.788624
5	500	531	3.782717	69.530335
5	500	542	4.410105	162.083438
6	600	487	3.790004	135.402444
6	600	494	3.302650	42.855806
6	600	499	4.082016	123.662405
6	600	507	3.293065	75.551821
6	600	510	4.014012	130.062350
6	600	518	4.387057	39.171999
6	600	531	4.111243	103.569662
6	600	542	4.045417	131.663304
7	700	487	3.509747	115.873101
7	700	494	3.247069	48.459006
7	700	499	4.106090	103.501739
7	700	507	3.357316	101.472842
7	700	510	3.960458	93.273998
7	700	518	3.997887	48.037567
7	700	531	3.874875	91.916171
7	700	542	4.160070	162.209358
8	800	487	3.383984	125.713165
8	800	494	3.515716	52.255915
8	800	499	4.639015	97.770136
8	800	507	3.278308	63.088179
8	800	510	4.343109	105.693295
8	800	518	3.759908	63.495807
8	800	531	3.611258	81.460299
8	800	542	4.039076	157.541694
9	900	487	3.561887	134.467621
9	900	494	3.182238	42.589395
9	900	499	4.483587	159.089158
9	900	507	3.558740	72.621235
9	900	510	4.704698	69.432983
9	900	518	4.194313	50.797765
9	900	531	4.006224	125.628069
9	900	542	3.975001	164.564608
10	1000	487	3.638564	103.665665
10	1000	494	3.311821	49.073871
10	1000	499	4.357400	146.559887
10	1000	507	3.341724	16.745768
10	1000	510	4.856326	86.256111
10	1000	518	3.844290	66.014138
10	1000	531	3.968104	165.289645
10	1000	542	4.130328	169.392194
11	1100	487	4.108803	107.904853
11	1100	494	3.122980	64.964369
11	1100	499	3.874214	167.319930
11	1100	507	3.112563	49.132906
11	1100	510	5.038943	81.179241
11	1100	518	4.327575	107.191755
11	1100	531	3.766014	123.502803
11	1100	542	4.595120	148.769244
12	1200	487	4.138604	80.866403
12	1200	494	3.093603	52.394010
12	1200	499	3.903012	160.005691
12	1200	507	2.842336	16.201199
12	1200	510	4.691613	88.010290
12	1200	518	4.393680	78.786545
12	1200	531	4.035825	159.381393
12	1200	542	4.798770	155.852705
13	1300	487	4.131886	85.609382
13	1300	494	3.147225	52.814202
13	1300	499	4.069399	140.106749
13	1300	507	3.189475	50.782969
13	1300	510	4.761185	81.252467
13	1300	518	4.297779	66.250738
13	1300	531	3.992737	176.826727
13	1300	542	4.482971	156.684267
14	1400	487	4.238902	80.726638
14	1400	494	3.074868	49.033147
14	1400	499	4.402809	143.758817
14	1400	507	3.607719	55.410632
14	1400	510	4.854678	38.719932
14	1400	518	4.044208	65.633449
14	1400	531	3.720997	162.745311
14	1400	542	4.232190	138.051996
15	1500	487	3.971829	96.573870
15	1500	494	2.654781	42.286469
15	1500	499	4.254242	131.342231
15	1500	507	4.043079	66.550437
15	1500	510	4.791205	52.662503
15	1500	518	3.751264	56.524502
15	1500	531	3.666776	117.453685
15	1500	542	4.409793	164.553986
16	1600	487	3.920833	125.598659
16	1600	494	3.031426	50.864260
16	1600	499	4.165170	110.262189
16	1600	506	5.063234	58.510025
16	1600	507	3.488878	88.932322
16	1600	510	4.916125	59.446899
16	1600	518	3.856545	70.381217
16	1600	531	3.113548	111.017133
16	1600	542	4.402686	168.034559
17	1700	487	3.639532	112.672849
17	1700	494	2.646993	55.583731
17	1700	496	5.201454	28.400959
17	1700	499	4.296012	138.347204
17	1700	506	5.036315	55.242902
17	1700	507	3.519317	53.999225
17	1700	510	4.616997	51.718739
17	1700	518	4.220655	87.887064
17	1700	531	3.385969	91.463993
17	1700	542	4.684156	155.109014
18	1800	487	3.894212	110.640510
18	1800	494	3.295700	43.346760
18	1800	499	4.176332	163.772495
18	1800	507	3.532812	10.502155
18	1800	510	3.973892	50.949792
18	1800	518	4.435740	77.798475
18	1800	531	3.477582	113.528345
18	1800	542	4.993602	159.634337
19	1900	487	4.009523	102.513229
19	1900	494	3.427497	59.192698
19	1900	499	3.914091	159.808094
19	1900	507	3.781195	55.957196
19	1900	510	4.174970	49.774324
19	1900	518	4.447109	55.526591
19	1900	531	3.705144	134.021254
19	1900	542	4.803578	170.623034
20	2000	487	3.563462	94.666433
20	2000	494	2.663400	45.103969
20	2000	499	4.388923	151.031839
20	2000	507	3.380618	40.399265
20	2000	510	4.371094	64.325811
20	2000	518	4.279842	18.435566
20	2000	531	3.921458	164.904060
20	2000	542	4.091964	161.853541
21	2100	487	3.794241	98.024024
21	2100	494	3.439635	61.111421
21	2100	499	4.476216	157.068798
21	2100	506	4.950376	77.290125
21	2100	507	3.317477	93.286433
21	2100	510	4.544535	54.302526
21	2100	518	4.328384	42.101559
21	2100	531	3.748420	85.832098
21	2100	542	4.442034	153.921629
22	2200	487	3.728057	103.296812
22	2200	494	3.386887	56.444775
22	2200	499	4.315941	167.186772
22	2200	506	4.577605	54.614560
22	2200	507	3.092786	20.166809
22	2200	510	4.433896	87.475098
22	2200	518	4.604199	70.988710
22	2200	531	3.570004	139.945609
22	2200	542	4.858483	124.276557
23	2300	487	4.230259	112.598000
23	2300	494	3.234205	64.691814
23	2300	499	3.948229	135.804364
23	2300	506	4.176649	109.934696
23	2300	507	3.509318	61.060174
23	2300	510	3.961770	55.351080
23	2300	518	4.434977	46.818706
23	2300	531	4.466736	168.204098
24	2400	487	4.414423	137.077429
24	2400	494	2.906472	63.067543
24	2400	499	4.195706	163.177038
24	2400	506	3.847917	114.775118
24	2400	507	3.875981	29.212791
24	2400	510	4.402420	36.997612
24	2400	518	4.166390	90.773973
24	2400	531	4.697465	163.730376
25	2500	487	3.941049	82.390408
25	2500	494	3.066436	61.496524
25	2500	499	4.089416	134.673436
25	2500	506	3.914673	153.484022
25	2500	507	3.941701	77.885262
25	2500	510	4.234036	52.568846
25	2500	518	4.037402	52.442510
25	2500	531	4.216359	169.404357
25	2500	542	5.145199	144.715271
26	2600	487	3.913052	81.381067
26	2600	494	3.412162	58.895837
26	2600	499	4.036812	94.585364
26	2600	506	4.185884	155.816413
26	2600	507	3.882994	27.530361
26	2600	510	4.610563	78.248751
26	2600	518	3.808276	44.274170
26	2600	531	2.977491	114.839403
26	2600	542	4.734458	113.360745
27	2700	487	3.838797	90.140419
27	2700	494	2.804292	58.429667
27	2700	499	4.198215	128.088105
27	2700	506	3.922969	146.447746
27	2700	507	4.683629	45.538561
27	2700	518	4.023690	55.703672
27	2700	531	3.272192	115.479824
27	2700	542	4.647765	163.300192
28	2800	487	3.793764	90.138511
28	2800	494	2.914127	50.180482
28	2800	499	4.063652	140.616246
28	2800	506	4.192268	148.003373
28	2800	507	4.427825	25.037209
28	2800	518	4.246939	65.115918
28	2800	531	2.995494	80.736774
28	2800	542	4.887572	163.861399
29	2900	487	3.857886	98.636453
29	2900	494	2.801885	53.566677
29	2900	499	4.116513	166.317268
29	2900	506	4.278625	156.294654
29	2900	507	4.267492	60.297707
29	2900	510	4.695691	9.348589
29	2900	518	3.828191	54.216526
29	2900	531	3.016254	90.215283
29	2900	542	4.783637	145.483905
30	3000	487	4.216351	89.295880
30	3000	494	3.147297	68.660869
30	3000	499	4.089968	151.804830
30	3000	506	4.169153	145.914610
30	3000	507	4.250244	97.689965
30	3000	510	4.783047	14.790898
30	3000	518	3.799867	41.215020
30	3000	531	3.289949	105.920173
30	3000	542	4.427513	80.366474
31	3100	487	4.135323	73.572170
31	3100	494	3.256725	67.171943
31	3100	499	4.281559	173.190528
31	3100	506	3.906256	132.830359
31	3100	507	3.812751	88.156253
31	3100	510	4.772894	18.370967
31	3100	518	3.872712	49.925828
31	3100	531	3.884360	94.254832
31	3100	542	4.397006	66.182673
32	3200	487	4.316345	86.653135
32	3200	494	3.175919	53.252818
32	3200	499	4.122257	149.878254
32	3200	506	3.600149	171.921343
32	3200	507	3.436642	84.669972
32	3200	510	4.855959	28.501716
32	3200	518	4.680481	56.431067
32	3200	531	3.730881	82.053655
32	3200	542	4.210678	68.024088
33	3300	487	4.264102	100.580083
33	3300	494	3.552188	47.204830
33	3300	499	3.992292	146.346774
33	3300	506	4.105757	140.444995
33	3300	507	3.062660	111.098522
33	3300	510	4.808957	35.157087
33	3300	518	4.614978	73.180796
33	3300	531	3.975869	99.015350
33	3300	542	4.258024	71.144593
34	3400	487	3.979352	100.878992
34	3400	494	3.612091	53.994501
34	3400	499	3.742869	122.382685
34	3400	506	4.096882	126.746639
34	3400	507	3.084044	51.842262
34	3400	510	5.043614	15.584380
34	3400	518	4.802561	98.250489
34	3400	531	4.410343	101.640682
34	3400	542	3.495571	94.458390
35	3500	487	3.387166	91.582775
35	3500	494	4.369930	43.493967
35	3500	499	3.628139	136.251092
35	3500	506	4.401323	94.476791
35	3500	507	3.747486	82.283859
35	3500	518	4.720003	76.323194
35	3500	531	4.411205	74.722292
35	3500	542	3.861303	90.933755
36	3600	487	3.005929	82.736748
36	3600	494	3.994122	36.565536
36	3600	499	3.740720	135.237423
36	3600	506	4.805995	95.455281
36	3600	507	3.292696	88.980095
36	3600	518	4.374502	83.257313
36	3600	531	3.821805	59.784199
36	3600	542	3.851447	104.052633
37	3700	487	2.809808	61.619933
37	3700	494	3.687753	52.639237
37	3700	499	4.106936	156.556551
37	3700	506	4.938895	77.848442
37	3700	507	2.791544	40.811196
37	3700	518	4.257822	92.149275
37	3700	531	4.123195	56.700943
37	3700	542	4.011373	118.321140
38	3800	487	3.488393	115.292362
38	3800	494	3.564002	63.554413
38	3800	499	3.658094	143.421520
38	3800	506	4.944902	90.496413
38	3800	507	3.005076	51.242166
38	3800	510	5.087132	70.313632
38	3800	518	4.512044	79.095655
38	3800	531	4.318353	104.651459
38	3800	542	3.788714	84.457404
39	3900	487	3.794618	98.775124
39	3900	494	3.837488	42.745498
39	3900	499	3.585457	160.304192
39	3900	506	4.905357	90.648965
39	3900	507	2.934351	85.336802
39	3900	510	4.734807	97.324390
39	3900	518	4.961891	66.750319
39	3900	531	3.847614	78.914075
39	3900	542	3.890509	76.824760
40	4000	487	3.191077	67.103539
40	4000	494	3.169210	54.635017
40	4000	499	3.584966	78.640001
40	4000	506	4.592175	92.837434
40	4000	507	3.163992	69.948214
40	4000	510	4.567081	97.053018
40	4000	531	4.125238	82.165457
40	4000	542	3.929052	99.173916
41	4100	487	3.214823	90.841653
41	4100	494	3.642530	45.053357
41	4100	499	3.501181	83.766526
41	4100	506	4.273252	82.469674
41	4100	507	2.904398	66.189509
41	4100	510	4.324566	89.707301
41	4100	531	4.296863	54.762067
41	4100	542	4.181788	95.771690
42	4200	487	3.303292	72.826688
42	4200	494	3.387668	36.241242
42	4200	499	3.675245	88.643376
42	4200	506	4.406949	107.426413
42	4200	507	3.199839	85.380635
42	4200	510	4.907281	66.053874
42	4200	518	5.049445	78.857841
42	4200	531	4.120066	119.704060
42	4200	542	4.009342	83.817571
43	4300	487	3.171189	87.902757
43	4300	494	3.600750	83.459515
43	4300	499	4.104826	110.982665
43	4300	506	4.401999	98.027212
43	4300	507	2.666297	64.060219
43	4300	510	5.211206	110.024009
43	4300	518	4.480463	83.609508
43	4300	531	3.694526	87.541649
43	4300	542	4.090273	79.631600
44	4400	487	3.408863	92.746778
44	4400	494	3.648126	68.434474
44	4400	499	3.786285	79.319772
44	4400	506	4.700103	99.300055
44	4400	507	3.068955	77.238792
44	4400	510	4.614491	81.888394
44	4400	518	4.908877	95.008409
44	4400	531	3.951283	123.866376
44	4400	542	4.021816	92.766546
45	4500	487	3.397745	100.722728
45	4500	494	3.783635	62.264457
45	4500	499	3.632538	85.820861
45	4500	506	4.437934	109.749408
45	4500	507	3.278901	40.893483
45	4500	510	4.491606	103.538427
45	4500	531	4.876619	137.810978
45	4500	542	4.077282	85.598503
46	4600	487	3.781082	121.022301
46	4600	494	2.955652	58.188281
46	4600	499	3.723815	86.415455
46	4600	506	3.984124	106.628957
46	4600	507	3.571837	68.029085
46	4600	510	4.596571	83.473886
46	4600	542	4.170473	82.110425
47	4700	487	3.764358	125.796558
47	4700	494	3.091554	75.590250
47	4700	499	3.788132	81.203834
47	4700	506	4.050669	127.771846
47	4700	507	3.197021	64.774794
47	4700	510	3.940157	75.781211
47	4700	531	5.144620	121.348595
47	4700	542	4.476186	89.220717
48	4800	487	3.943766	127.739087
48	4800	494	3.314526	50.725714
48	4800	499	3.940082	97.218563
48	4800	506	3.866585	142.975810
48	4800	507	2.833480	41.500694
48	4800	510	4.482156	98.102706
48	4800	531	4.946506	125.470964
48	4800	542	4.257523	81.489184
49	4900	487	4.151474	130.627368
49	4900	494	3.164600	40.129529
49	4900	499	4.004006	97.744087
49	4900	506	3.979778	142.493574
49	4900	507	2.959959	66.844297
49	4900	510	4.165590	71.560824
49	4900	531	4.762351	133.702470
49	4900	542	4.198340	78.622302
50	5000	487	3.620608	133.316926
50	5000	494	3.222972	49.260543
50	5000	499	3.818963	99.297239
50	5000	506	3.833828	159.807932
50	5000	507	3.095855	50.327803
50	5000	510	3.985939	65.362078
50	5000	531	4.849747	97.011165
50	5000	542	4.290048	94.390762
51	5100	487	3.940686	147.966637
51	5100	494	3.165806	67.057530
51	5100	499	3.483831	95.557468
51	5100	506	4.335894	142.961811
51	5100	507	2.812494	44.066064
51	5100	510	4.582936	98.799192
51	5100	531	4.695011	132.397301
51	5100	542	4.269521	71.132862
52	5200	487	3.651774	171.602779
52	5200	494	3.084880	66.997764
52	5200	499	4.039583	102.319842
52	5200	506	4.477859	134.167322
52	5200	507	2.913880	44.588315
52	5200	510	5.083022	83.384397
52	5200	518	5.222730	54.354617
52	5200	531	4.541546	116.991102
52	5200	542	3.918105	65.731990
53	5300	487	3.781797	147.645271
53	5300	494	3.431524	56.710429
53	5300	499	3.986668	110.651903
53	5300	506	4.268709	144.093854
53	5300	507	3.020316	47.779753
53	5300	510	5.057608	85.393267
53	5300	531	3.890774	104.571019
53	5300	542	4.307379	34.853259
54	5400	487	3.594020	123.822279
54	5400	494	3.390565	41.939830
54	5400	499	3.785901	103.244069
54	5400	506	4.046185	133.379061
54	5400	507	3.282809	51.501567
54	5400	510	4.956969	81.232570
54	5400	531	4.258010	86.069136
54	5400	542	4.361420	78.500202
55	5500	487	3.650631	115.067109
55	5500	494	3.299275	60.236266
55	5500	499	3.631782	85.090110
55	5500	506	4.205537	131.169043
55	5500	507	2.829265	54.194555
55	5500	510	4.887075	99.860502
55	5500	531	4.147926	89.729933
55	5500	542	4.155838	93.830461
56	5600	487	3.436881	112.613361
56	5600	494	3.056925	69.957359
56	5600	499	4.056984	124.869910
56	5600	506	3.788050	81.828828
56	5600	507	3.086468	49.850527
56	5600	531	4.066528	106.748220
56	5600	542	4.191120	80.687674
57	5700	487	3.585089	69.991529
57	5700	494	3.182423	49.337683
57	5700	499	3.996594	114.501936
57	5700	506	4.380600	114.018229
57	5700	507	2.634282	26.157814
57	5700	518	5.180069	107.406654
57	5700	531	3.704835	159.083955
57	5700	542	4.227975	86.429709
58	5800	487	3.633753	53.621682
58	5800	494	3.279689	48.672675
58	5800	499	3.830379	132.905333
58	5800	506	4.409160	140.767797
58	5800	507	3.111907	39.431377
58	5800	518	4.920844	83.391872
58	5800	531	4.288454	143.122970
58	5800	542	4.182963	78.756029
59	5900	487	3.967110	59.249508
59	5900	494	3.609906	63.439917
59	5900	499	3.854369	86.160330
59	5900	506	4.692626	142.609763
59	5900	507	2.790679	55.156599
59	5900	510	4.908987	105.498192
59	5900	518	5.104528	95.728506
59	5900	531	4.189183	133.707882
59	5900	542	4.304455	95.179899
60	6000	487	3.446242	68.272652
60	6000	494	3.288336	45.839613
60	6000	499	4.140656	69.238166
60	6000	506	4.417792	158.487301
60	6000	507	3.359826	65.543301
60	6000	510	4.847150	78.435429
60	6000	518	5.195310	83.525997
60	6000	531	3.976270	117.042045
60	6000	542	4.360429	111.823131
61	6100	487	3.337130	61.040763
61	6100	494	3.244270	41.059417
61	6100	499	3.691777	104.107620
61	6100	506	4.043604	135.849707
61	6100	507	3.168771	52.321452
61	6100	510	4.921564	110.746849
61	6100	518	5.186560	119.014836
61	6100	531	3.884859	126.967160
61	6100	542	4.727658	83.401124
62	6200	487	3.542449	71.101018
62	6200	494	3.222882	44.821930
62	6200	499	3.730661	98.470797
62	6200	506	4.277718	127.416680
62	6200	507	2.885812	60.428477
62	6200	510	4.574989	105.775147
62	6200	531	4.064405	104.690261
62	6200	542	4.425070	100.983774
63	6300	487	3.602295	50.924103
63	6300	494	3.225143	51.894139
63	6300	499	3.762771	69.629476
63	6300	506	4.161636	155.104913
63	6300	507	3.320523	22.660780
63	6300	510	4.358132	86.124627
63	6300	531	4.623432	144.146658
63	6300	542	3.873033	77.763601
64	6400	487	4.376838	139.659669
64	6400	494	3.249021	53.505361
64	6400	499	3.584790	78.074626
64	6400	506	4.363529	150.265080
64	6400	507	3.152034	49.466975
64	6400	510	4.325990	123.985200
64	6400	531	4.119637	133.272450
64	6400	542	4.293663	81.098540
65	6500	487	4.351159	108.014205
65	6500	494	3.337118	60.282627
65	6500	499	3.936636	79.789789
65	6500	506	4.489529	150.952849
65	6500	507	3.477527	28.583567
65	6500	510	4.655527	61.663876
65	6500	518	5.006432	102.078250
65	6500	531	4.080398	145.166154
65	6500	542	4.130099	88.058290
66	6600	487	3.873262	87.468187
66	6600	494	3.343718	68.927716
66	6600	499	4.062781	55.156043
66	6600	506	4.446262	114.622979
66	6600	507	3.575232	30.630735
66	6600	510	4.971199	79.858743
66	6600	518	4.441482	133.249240
66	6600	531	4.036183	150.745818
66	6600	542	3.914339	73.119663
67	6700	487	4.266371	118.291363
67	6700	494	3.506320	74.688587
67	6700	499	3.456220	58.772004
67	6700	506	4.074623	95.395337
67	6700	507	2.924236	55.148532
67	6700	510	4.826143	53.551874
67	6700	518	4.467970	112.431205
67	6700	531	3.805039	139.002639
67	6700	542	4.252308	63.639263
68	6800	487	4.019580	126.419058
68	6800	494	3.353048	75.229646
68	6800	499	4.201524	45.317447
68	6800	506	3.631512	77.241484
68	6800	507	2.803568	43.874150
68	6800	510	5.007628	42.841210
68	6800	518	4.633971	85.255068
68	6800	531	4.017231	148.458311
68	6800	542	4.044801	74.825569
69	6900	487	3.636495	138.151103
69	6900	494	2.918369	35.141711
69	6900	499	4.333271	31.009106
69	6900	506	3.843860	135.789761
69	6900	507	2.978258	39.273104
69	6900	510	4.844278	65.803952
69	6900	518	4.869875	71.448236
69	6900	531	4.187939	153.988068
69	6900	542	4.108646	54.070919
70	7000	487	4.208847	148.759679
70	7000	494	3.018318	47.991862
70	7000	499	4.110410	44.555024
70	7000	506	3.964554	151.791528
70	7000	507	2.658613	58.786051
70	7000	510	4.387177	102.285852
70	7000	518	5.132092	92.598152
70	7000	531	3.915968	136.715479
70	7000	542	4.544177	63.233362
71	7100	487	3.941437	150.098091
71	7100	494	2.886373	53.095436
71	7100	499	4.237914	38.607264
71	7100	506	3.844224	165.022881
71	7100	507	2.903895	46.825269
71	7100	510	4.510878	91.980403
71	7100	518	5.074001	53.331588
71	7100	531	3.842432	148.455411
71	7100	542	4.775151	45.839510
72	7200	487	3.840203	166.534443
72	7200	494	2.990742	53.055357
72	7200	499	4.337097	5.224994
72	7200	506	4.232373	169.610296
72	7200	507	2.790937	52.553394
72	7200	510	4.233260	100.848645
72	7200	518	5.060890	89.516930
72	7200	531	4.072751	147.589395
72	7200	542	5.148549	46.895295
73	7300	487	3.646626	141.762253
73	7300	494	3.348024	60.550649
73	7300	499	4.150413	28.659340
73	7300	506	4.460706	165.233942
73	7300	507	2.869194	44.341602
73	7300	510	4.239702	145.809612
73	7300	518	4.425679	99.930831
73	7300	531	4.151709	160.383513
73	7300	542	5.154191	37.015336
74	7400	487	3.581316	146.310889
74	7400	494	3.473280	66.489365
74	7400	499	3.940188	39.733542
74	7400	506	4.112669	144.272165
74	7400	507	2.875682	53.891165
74	7400	510	4.618345	122.101285
74	7400	518	4.425737	126.271733
74	7400	531	3.909970	153.269720
74	7400	542	4.827398	27.543720
75	7500	487	3.478966	103.915852
75	7500	494	3.441374	62.094344
75	7500	499	3.563647	75.891964
75	7500	506	4.087194	162.454001
75	7500	507	2.754836	44.166420
75	7500	510	4.751060	110.814295
75	7500	518	4.937001	69.169848
75	7500	531	4.009370	147.342962
75	7500	542	4.672771	77.805114
76	7600	487	3.406970	175.379255
76	7600	494	3.419742	59.627646
76	7600	499	3.928893	88.132313
76	7600	506	4.669557	152.646532
76	7600	507	2.671778	51.514087
76	7600	510	4.778574	95.076927
76	7600	518	4.865732	43.991891
76	7600	531	3.993389	116.674374
76	7600	542	4.651733	80.146545
77	7700	487	3.354957	118.884396
77	7700	494	3.468664	94.666815
77	7700	499	3.738711	81.315341
77	7700	506	5.005653	171.261485
77	7700	507	2.889091	46.093200
77	7700	510	4.667364	116.664481
77	7700	518	4.636535	70.921027
77	7700	531	4.005525	79.350517
77	7700	542	4.528740	56.348270
78	7800	487	3.455595	130.830831
78	7800	494	3.822298	59.082539
78	7800	499	4.219764	115.463314
78	7800	506	4.612233	105.909028
78	7800	507	3.004737	46.519389
78	7800	510	4.677071	159.737806
78	7800	518	4.173440	51.532380
78	7800	531	3.988018	97.168626
78	7800	542	4.071378	68.446014
79	7900	487	3.155070	119.825354
79	7900	494	3.431843	69.667366
79	7900	499	4.803124	103.333196
79	7900	506	4.632788	152.784674
79	7900	507	3.670662	63.556227
79	7900	510	4.538186	140.071287
79	7900	518	4.379827	100.476124
79	7900	531	4.172534	88.361650
79	7900	542	3.905669	51.667803
80	8000	487	3.366204	123.394628
80	8000	494	3.971226	67.289552
80	8000	499	4.174969	83.934177
80	8000	506	4.767256	129.110721
80	8000	507	3.782622	49.027009
80	8000	510	4.115720	140.360031
80	8000	518	4.150756	79.031187
80	8000	531	4.274759	80.823780
80	8000	542	4.353730	60.397374
81	8100	487	3.368534	103.419723
81	8100	494	3.711676	61.327559
81	8100	499	3.600620	65.809121
81	8100	506	4.416902	178.907789
81	8100	507	3.996976	55.718825
81	8100	510	3.919285	133.185491
81	8100	518	4.052169	55.825083
81	8100	531	4.063883	71.913255
81	8100	542	4.654102	66.579383
82	8200	487	3.877200	117.740242
82	8200	494	3.995040	63.453144
82	8200	499	3.364485	65.939174
82	8200	506	3.941571	160.361297
82	8200	507	3.760241	56.161402
82	8200	510	3.823787	105.245922
82	8200	518	3.890320	43.557443
82	8200	531	4.199701	69.417918
83	8300	487	3.667370	93.098957
83	8300	494	4.136832	63.213676
83	8300	499	3.590043	36.054638
83	8300	506	3.921330	121.707930
83	8300	507	4.089306	55.975961
83	8300	510	3.549387	109.686099
83	8300	518	4.060451	59.920589
83	8300	531	3.787996	78.271001
83	8300	542	5.045032	57.191219
84	8400	487	4.034280	140.292336
84	8400	494	4.478277	18.687710
84	8400	499	3.675151	43.257138
84	8400	506	4.471947	174.265182
84	8400	507	4.405384	67.325040
84	8400	510	3.657433	127.229586
84	8400	518	4.411364	93.628540
84	8400	531	4.205347	80.479827
85	8500	487	4.430128	142.555002
85	8500	494	4.467559	50.892941
85	8500	499	4.016800	36.914431
85	8500	506	4.440080	158.330175
85	8500	507	4.586117	69.170179
85	8500	510	3.645792	113.317866
85	8500	518	3.888191	28.350282
85	8500	531	4.044720	82.654928
85	8500	542	4.661545	89.821036
86	8600	487	4.197196	173.017685
86	8600	494	4.384542	45.529295
86	8600	499	4.075438	53.650473
86	8600	506	3.731018	137.062938
86	8600	507	4.572873	53.757975
86	8600	510	3.488656	125.516043
86	8600	518	3.840504	57.184588
86	8600	531	4.329754	92.651844
86	8600	542	4.015497	135.245063
87	8700	487	4.327006	123.040652
87	8700	494	4.464939	54.109230
87	8700	499	4.151894	79.590282
87	8700	506	3.649054	130.870174
87	8700	507	4.717295	45.811326
87	8700	510	3.283983	113.385585
87	8700	518	3.586832	16.098537
87	8700	531	4.672549	126.451903
87	8700	542	3.437747	113.064650
88	8800	487	4.300421	116.242933
88	8800	494	4.989887	30.854753
88	8800	499	3.859279	48.895051
88	8800	506	3.482546	101.604169
88	8800	507	4.596959	45.578314
88	8800	510	3.279865	127.458889
88	8800	518	3.342999	55.372825
88	8800	531	4.239770	96.206576
88	8800	542	3.391352	119.685212
89	8900	487	4.393690	115.813143
89	8900	499	3.970975	55.094818
89	8900	506	4.371249	124.294835
89	8900	507	4.305467	60.181762
89	8900	510	3.013377	76.770360
89	8900	518	3.120250	70.430534
89	8900	531	3.700758	48.801124
89	8900	542	4.096326	135.372174
90	9000	487	4.116030	25.282656
90	9000	499	4.287774	86.212907
90	9000	506	4.324672	133.596036
90	9000	507	4.189981	57.626354
90	9000	510	3.018762	98.849146
90	9000	518	3.230374	71.044713
90	9000	531	4.554131	72.861803
90	9000	542	4.023354	147.028293
91	9100	487	4.326774	92.673566
91	9100	499	4.015772	71.730222
91	9100	506	3.854967	127.696870
91	9100	507	4.321256	67.249813
91	9100	510	3.208066	117.296213
91	9100	518	3.359303	43.719869
91	9100	531	4.544294	51.207543
91	9100	542	3.644187	163.745464
92	9200	487	4.135644	76.278834
92	9200	499	4.027839	49.432468
92	9200	506	3.900574	123.043939
92	9200	507	4.154296	35.120089
92	9200	510	3.118364	96.399865
92	9200	518	3.578884	100.284801
92	9200	531	4.083454	44.188602
92	9200	542	3.852195	137.239196
93	9300	487	3.699598	61.476205
93	9300	494	4.799012	40.332870
93	9300	499	4.551147	71.797634
93	9300	506	4.239561	151.175840
93	9300	507	4.099430	39.884925
93	9300	510	2.952539	83.336877
93	9300	518	4.025612	59.847654
93	9300	531	4.330432	57.121282
93	9300	542	4.240063	173.811043
94	9400	487	3.814242	54.716116
94	9400	494	4.821033	44.712623
94	9400	499	4.306906	90.604177
94	9400	506	4.090531	154.137972
94	9400	507	3.986152	73.189626
94	9400	510	3.078454	68.675989
94	9400	518	4.164417	65.969846
94	9400	531	3.978038	53.234653
94	9400	542	4.338518	166.472163
95	9500	487	3.405985	82.378216
95	9500	494	4.088012	18.913679
95	9500	499	4.261038	76.239365
95	9500	506	3.769175	172.652077
95	9500	507	4.046179	58.390735
95	9500	510	3.336449	53.312312
95	9500	518	4.523277	99.153884
95	9500	531	4.035083	57.394755
95	9500	542	4.401172	156.614984
96	9600	487	4.070246	93.800547
96	9600	494	4.272262	91.844992
96	9600	499	4.349817	90.131895
96	9600	506	3.626045	132.593862
96	9600	507	3.712429	57.138862
96	9600	510	2.851237	54.098266
96	9600	518	4.273270	80.163357
96	9600	531	4.123281	63.533735
96	9600	542	4.752897	161.454873
97	9700	487	3.911750	78.058883
97	9700	494	4.720921	41.006468
